ID_Ucznia_w_klasie,Pesel,Nazwa_klasy
6473,90121575112,4A
6474,93020888309,3D
6475,99102775468,2B
6476,94042901661,4B
6477,96040173626,1A
6478,99070307542,1B
6479,92021055846,4D
6480,98062860517,2C
6481,95030431250,1C
6482,91111603112,3B
6483,95081896712,3D
6484,97050233278,4D
6485,95112504830,1B
6486,94020803116,4A
6487,98123020067,4A
6488,98072573988,3A
6489,96072831592,4A
6490,96012347576,2C
6491,93050819388,3D
6492,99062002642,3A
6493,99051569390,4B
6494,92030237763,2D
6495,98112417410,1C
6496,98123034194,1B
6497,99011595216,3D
6498,98050953379,2C
6499,96092587518,4C
6500,93092694682,1C
6501,96051361373,2C
6502,96091260454,3D
6503,96040932605,3D
6504,94100221393,3A
6505,97061728633,3C
6506,93082789888,4B
6507,92091374962,2C
6508,99012782299,1D
6509,92050595991,2A
6510,94012339861,2A
6511,98021932453,2A
6512,94031367991,2C
6513,97033094360,1B
6514,91011919324,4B
6515,97082199382,1A
6516,90122744993,2A
6517,95060308490,3D
6518,95012416620,3C
6519,99040747679,4A
6520,90071577031,3B
6521,92061247539,2D
6522,98011281686,1C
6523,94122675208,4B
6524,96113004213,1D
6525,95063027422,1B
6526,96070732550,3A
6527,90032220576,4D
6528,99070535833,3C
6529,91020128742,1C
6530,95120576652,2A
6531,91052467820,4B
6532,92032271019,2B
6533,99081026492,3B
6534,95050291423,2A
6535,94071900688,2B
6536,99081775648,3A
6537,99031062952,1A
6538,94041405203,4A
6539,90021032775,2D
6540,90080961797,2D
6541,91041718827,1D
6542,96120348702,3C
6543,97012205725,4A
6544,93032808595,4A
6545,95110992545,4B
6546,95020820000,3B
6547,95082442271,2A
6548,98091665451,2D
6549,91101342319,3C
6550,96031518421,4A
6551,93111109469,3B
6552,92092473240,1C
6553,98112369601,4C
6554,96040559204,4C
6555,93071784463,4D
6556,90030716460,2C
6557,98102347688,3D
6558,92090106120,3D
6559,92041121897,3D
6560,97081503029,2C
6561,97062920065,4D
6562,96052657932,2B
6563,91111448849,1B
6564,98050960645,1B
6565,98110548440,1A
6566,94020546776,1C
6567,95070930166,3D
6568,94092256353,1B
6569,93070307212,4B
6570,97110644408,1C
6571,90082227554,1B
6572,98051823211,1C
6573,95081360439,3C
6574,98103004087,1B
6575,95100985414,1A
6576,96081862419,2C
6577,97062286114,3A
6578,95110184791,2B
6579,94011132724,2D
6580,98081445047,3D
6581,94080658828,3C
6582,97082746201,1C
6583,96051697997,1B
6584,92040131884,3B
6585,91012507276,1B
6586,97022450287,3B
6587,97080861164,3A
6588,92062885110,1A
6589,96111668912,2C
6590,90020237355,2B
6591,98060270060,2C
6592,96092622819,4A
6593,92041927714,1D
6594,97121163354,2A
6595,90060958898,2D
6596,99103021827,3B
6597,94031009802,1B
6598,90122892436,3C
6599,94042392339,4A
6600,97111212316,1B
6601,90091132144,3C
6602,90041694267,3D
6603,97062717010,4C
6604,96091726590,4D
6605,91091741503,1A
6606,95041651397,3A
6607,98022866816,4D
6608,91121101765,2A
6609,96102053828,2C
6610,98030187008,3A
6611,91021969450,3C
6612,92053065185,3B
6613,91092130810,2B
6614,95112084013,3D
6615,90022787797,4D
6616,94020457797,1A
6617,94110853106,3C
6618,99122618826,4D
6619,99102985311,4D
6620,97041078460,1D
6621,94072147925,3B
6622,97012378962,4A
6623,99111322716,2D
6624,94032438500,1C
6625,93073139896,3C
6626,99103030447,3C
6627,90072883481,4C
6628,92110737264,1A
6629,92062725740,3D
6630,90121732043,2A
6631,96112274554,1A
6632,94121088128,3A
6633,99021675355,1D
6634,90101823152,3B
6635,93022366373,2B
6636,91081944714,3A
6637,98080778942,1D
6638,91112946865,4C
6639,90021743013,3B
6640,98100920429,3B
6641,99062594110,4C
6642,93062180250,3A
6643,92100223933,3C
6644,92061700429,1A
6645,96012786759,2D
6646,90082069905,1D
6647,90011721625,2C
6648,92110441956,3D
6649,90032825283,2C
6650,97101057059,2B
6651,93040300151,3A
6652,94011054824,3A
6653,94112158346,3A
6654,93021028571,2C
6655,90072184155,4C
6656,99022008637,2A
6657,98111291170,2A
6658,99082488918,1D
6659,94081165105,1B
6660,91060696573,2C
6661,92061467270,1A
6662,99122822247,4D
6663,99021382118,4D
6664,96051672132,2B
6665,94062530090,2C
6666,95071427355,2B
6667,95111300666,1D
6668,98020346527,4A
6669,98111686040,1D
6670,93052728152,1B
6671,97011501617,1D
6672,94121792445,3C
6673,95030442278,4C
6674,96030792950,2D
6675,94111468709,2B
6676,90012188146,1D
6677,91062644895,3D
6678,97111031645,1A
6679,96052235585,4D
6680,96061973036,2C
6681,95082735180,3A
6682,91030962257,3D
6683,99122996089,3A
6684,98052685438,4B
6685,96021622509,3C
6686,90100942469,1C
6687,90021925204,2D
6688,98012692793,1A
6689,91012737934,3B
6690,93081257043,1D
6691,95062440666,2B
6692,94071167717,4D
6693,91121922010,2A
6694,95101738370,3B
6695,92123092488,2A
6696,92082212031,4C
6697,91011869032,2D
6698,94010981565,1C
6699,93032686210,1D
6700,96070382731,3A
6701,91111030468,1A
6702,93031816405,3C
6703,92112533790,4D
6704,96041534103,4A
6705,96022720084,3A
6706,94100396815,4B
6707,92032641698,1B
6708,90122128241,4D
6709,91092159228,3A
6710,90120480558,3D
6711,91031758019,4B
6712,90042740011,4B
6713,95060833918,2D
6714,98092634221,3A
6715,91090577901,3D
6716,98121196520,1B
6717,98020339992,4C
6718,95031243137,2B
6719,93050662535,1B
6720,90051388947,4B
6721,95022041887,1A
6722,93101862314,4C
6723,98012824293,1B
6724,96061664880,3C
6725,93022398091,3C
6726,94052852586,2D
6727,97091849487,4D
6728,97061486331,3C
6729,93090591370,2D
6730,91061555435,2B
6731,97092554483,1B
6732,95010611065,2C
6733,93091906290,2B
6734,98091587339,4C
6735,95020630092,3D
6736,95020416821,1A
6737,96011546594,2B
6738,96040192607,4A
6739,96012738800,4D
6740,98022826654,3D
6741,99070479542,3D
6742,97041476800,3A
6743,91031804741,3A
6744,95061513538,1C
6745,91072615799,2A
6746,93061366118,2D
6747,93100777637,1D
6748,90031008933,1A
6749,94120671770,4D
6750,94032681410,4D
6751,90061278733,2B
6752,99011298072,2A
6753,91042400886,1B
6754,92112777998,4D
6755,94082943195,4A
6756,99031212524,4B
6757,98030284842,1B
6758,96052340313,1A
6759,92011349984,3A
6760,97123163055,1D
6761,90120821924,3A
6762,95102424234,4A
6763,99101294803,4B
6764,94011738845,3A
6765,96042230299,4B
6766,94070694887,4D
6767,92080387128,4C
6768,93031109451,3C
6769,93080591645,4B
6770,91011493945,4B
6771,94100205827,4D
6772,97102246614,1B
6773,90020937484,3A
6774,96121364253,4B
6775,90062819690,4A
6776,97060216900,3A
6777,99053129879,2C
6778,93030859029,4D
6779,97022245902,1A
6780,94062747964,3D
6781,98062238118,3D
6782,96062391556,3C
6783,94121263718,3B
6784,92072774042,2C
6785,98071966444,1C
6786,94122456414,4A
6787,96102288895,4C
6788,94020781982,3B
6789,92090286206,2D
6790,95080416452,3C
6791,91092594568,1D
6792,94031047345,2C
6793,95101430272,1D
6794,98120576196,3B
6795,97121273040,1B
6796,95110199249,1C
6797,91041996977,1D
6798,91021526655,1B
6799,91121330606,4B
6800,90010507066,3C
6801,94122161671,2B
6802,90122376446,2A
6803,92051463787,2A
6804,95050580970,4D
6805,93042902948,2B
6806,97031516648,4A
6807,94052713984,4B
6808,90011260324,3B
6809,96042166631,1A
6810,96051878712,4A
6811,98060835515,3C
6812,92072953230,3C
6813,94040644988,3D
6814,97121261168,4A
6815,91121789882,2B
6816,93031283852,4A
6817,95100296747,4C
6818,99072201844,3D
6819,94071161117,2C
6820,98012515344,1D
6821,90071439621,3A
6822,96060268672,1C
6823,96010629421,4B
6824,93081850666,3A
6825,90092128955,3D
6826,93091445265,4D
6827,95090245228,3D
6828,91091928416,4A
6829,98052511962,3D
6830,99041229068,2C
6831,95042010612,3D
6832,93091646185,1D
6833,90112345926,3A
6834,94010974152,1A
6835,93081836277,4C
6836,96033010594,1B
6837,91121115786,3C
6838,90100975812,1D
6839,91052393828,3C
6840,97121629926,3A
6841,98112129285,3C
6842,91032542275,2C
6843,95081250316,2A
6844,92031963612,3D
6845,92100519562,3C
6846,91031831020,1B
6847,97041970090,3B
6848,91051411103,1B
6849,99040829726,2D
6850,90022141315,2B
6851,95060667450,1B
6852,91070285374,4C
6853,92090289933,4D
6854,92022585061,4C
6855,97031324065,1B
6856,92041537382,1B
6857,98030530660,1B
6858,98071200229,2A
6859,90012379896,1C
6860,99050859047,3A
6861,95010747081,2A
6862,90041091170,3C
6863,91012121100,4D
6864,91120491436,3B
6865,99032253052,4B
6866,99011607126,2B
6867,92010140838,4C
6868,98080213791,4D
6869,95081943919,1B
6870,97052888841,1A
6871,95053125396,4A
6872,97083188905,1B
6873,95070321360,3D
6874,97111184008,3B
6875,90041515779,4D
6876,99122662337,3D
6877,96092846622,4D
6878,90083099453,1C
6879,99082367914,1A
6880,92011890664,1A
6881,99090644100,2B
6882,93082359638,1D
6883,92090611918,1A
6884,99101966669,3C
6885,96020386228,1A
6886,92080409628,3C
6887,96071075043,2C
6888,92100383396,1C
6889,98092392462,2C
6890,97020844301,3B
6891,95082401971,4C
6892,92070865650,3A
6893,90091961919,3B
6894,92092846594,2C
6895,99081536186,3A
6896,95052062078,2C
6897,90012609346,1A
6898,90011151677,3B
6899,94070378624,2D
6900,98051401895,4C
6901,94120605414,2B
6902,99022511911,1D
6903,98010300184,2D
6904,99080272870,4B
6905,98082283967,2C
6906,95010519639,4A
6907,97122514579,4A
6908,91052398007,3D
6909,97092649079,4D
6910,99060424381,2C
6911,99010848346,2C
6912,96061976909,1B
6913,98040250437,4C
6914,94101538423,4B
6915,98082811706,1C
6916,91030264700,3A
6917,97021095645,2A
6918,94070686244,1C
6919,91051666428,3D
6920,91102028027,3D
6921,99091485764,1C
6922,94041557764,2C
6923,95103164654,1B
6924,94072307309,3A
6925,97062807014,4D
6926,97090614053,3C
6927,91120211988,4B
6928,94031650619,2B
6929,90082394085,1B
6930,94030790183,2B
6931,98042187908,1B
6932,94040500923,4A
6933,94122025102,3A
6934,95090241323,3A
6935,97022010980,2C
6936,98010921527,4D
6937,95010358209,2D
6938,96122060356,4D
6939,97010582125,4D
6940,95010840326,2D
6941,91062685720,4C
6942,90070959746,3B
6943,92100184980,1A
6944,95051020044,1B
6945,97091213534,4C
6946,97112430245,3B
6947,93101211781,3B
6948,90042560037,4C
6949,91071057402,1C
6950,94031180279,4C
6951,99022707130,3B
6952,90082605714,2A
6953,95040915629,3A
6954,94071934308,1B
6955,96022759853,4C
6956,97012661697,1B
6957,94120381802,3C
6958,97111414046,2C
6959,97110969172,2C
6960,90072160438,4D
6961,96072076043,3D
6962,92071431009,1A
6963,92012941697,3D
6964,98030892975,2D
6965,93051285221,1C
6966,95030566824,4D
6967,98053143117,1D
6968,96100202590,3D
6969,93021642863,4B
6970,91040977430,2B
6971,98120326142,1D
6972,93093085311,1C
6973,92033119905,3A
6974,99041185409,4C
6975,92122783004,1A
6976,92123106550,1A
6977,94082177895,2D
6978,96052196259,2B
6979,94083044963,2A
6980,95121209874,2B
6981,94050769116,2B
6982,99060467331,1D
6983,98122069038,4A
6984,94012318086,1B
6985,99081729050,3C
6986,90121313705,1B
6987,97031751823,2D
6988,98101132113,1B
6989,92052263997,2B
6990,93092329777,3A
6991,95063073973,3C
6992,98021985642,3A
6993,97052696374,2D
6994,94022857113,4A
6995,98030932530,1D
6996,90081528717,3D
6997,90092286675,4A
6998,95061760152,1A
6999,97052954388,4B
7000,90102334099,2A
7001,94112849930,2B
7002,92092581514,4C
7003,91110511759,2C
7004,98102687995,2B
7005,98111453235,2A
7006,96100659286,4C
7007,96101380840,3A
7008,91032807231,2B
7009,90111543875,2A
7010,95062828130,4D
7011,95052782455,2B
7012,95123166931,2A
7013,93052997347,3B
7014,99122505069,2A
7015,93051947626,3C
7016,90010105707,2C
7017,91073195797,2D
7018,98080615517,3C
7019,92110889275,1A
7020,98121279104,4D
7021,98081155834,4D
7022,93031301327,2B
7023,92110979026,4D
7024,97110927321,4C
7025,97111415399,4D
7026,90050743864,3B
7027,90053194339,2C
7028,91081045729,2B
7029,96122699370,4D
7030,90122742700,2A
7031,95102546772,4A
7032,94122552981,1A
7033,95070975170,4A
7034,96071048467,4B
7035,98091463172,1D
7036,94102211589,2A
7037,96092981381,4A
7038,99071309390,4C
7039,99032084829,1A
7040,93091131069,4B
7041,99021488449,3A
7042,99120239346,1B
7043,92050278881,1C
7044,91122796362,4A
7045,93082713553,4B
7046,95051237772,4C
7047,93101099956,2A
7048,98081730699,4B
7049,95101662062,1C
7050,96030445353,4C
7051,96031318779,4C
7052,99033039057,2D
7053,99012668506,3C
7054,92011803332,3C
7055,93070782882,1B
7056,90042088456,4D
7057,98042247750,1B
7058,98121120370,4C
7059,96031693403,4C
7060,98083070256,2D
7061,97080885812,1D
7062,96040573983,4D
7063,96043017264,3A
7064,93090694639,3B
7065,90043037077,2B
7066,99091410324,2D
7067,99052133440,3C
7068,95042860545,2C
7069,93091655477,2A
7070,95112990732,2B
7071,95082397977,3D
7072,92041960986,3D
7073,95020912617,2C
7074,90080774942,3A
7075,96101458440,3D
7076,91022610799,1A
7077,98082913682,1A
7078,90052205003,1C
7079,91101657929,1C
7080,92112837412,1D
7081,99090159196,1B
7082,92111227241,1D
7083,94080753325,4D
7084,91081305223,2B
7085,96081905282,2D
7086,91022336516,3C
7087,98061011488,1A
7088,99013042556,2C
7089,93122385135,2D
7090,95062908308,3B
7091,91012229464,1C
7092,97053164230,2D
7093,99081885037,2A
7094,93081971073,4A
7095,95050172216,2A
7096,98041533519,4D
7097,90083114925,3B
7098,98072737373,1C
7099,98112525845,1C
7100,95042248422,3D
7101,98101900859,1C
7102,99062888242,2A
7103,98021741048,3C
7104,98010281496,1B
7105,93112331708,3D
7106,94072592756,4B
7107,95050484717,4C
7108,93070217607,2D
7109,93111902987,3A
7110,96051956346,2B
7111,94011438868,4D
7112,91101250894,3B
7113,98090114086,2B
7114,90072420772,2B
7115,99060215835,3B
7116,94112831083,4C
7117,96022422078,3B
7118,97030320222,4C
7119,96072542007,1C
7120,94011158535,2D
7121,98080306064,3A
7122,99060242053,1A
7123,93011214348,4A
7124,91082692074,3B
7125,99041222955,4A
7126,93050733022,4A
7127,99112427717,1D
7128,91033136345,1C
7129,92030808897,3C
7130,91040617646,4D
7131,99050118724,1B
7132,93070192838,2B
7133,95080864897,2C
7134,90111861788,4C
7135,91111799051,3C
7136,90120724357,3D
7137,97091298335,4B
7138,92042191644,3B
7139,99080964557,1D
7140,96082037265,3D
7141,99022260136,2C
7142,92102736130,3B
7143,92101176612,1B
7144,92091449682,3C
7145,95112884859,1D
7146,93080555692,4C
7147,98041407371,2C
7148,93011669131,1B
7149,94110121052,3B
7150,99112976259,2C
7151,98120760665,1A
7152,97090641578,1C
7153,90121324372,2A
7154,96011111127,3D
7155,94042170580,4D
7156,98111454472,2C
7157,97110437817,4B
7158,96011315828,4C
7159,98122332064,2D
7160,90102125994,2D
7161,96021397689,4C
7162,90111969172,1C
7163,95081599349,2C
7164,91051543040,2C
7165,94031044212,2A
7166,90021366908,2D
7167,96100405047,4B
7168,99072581931,2C
7169,91013112701,3B
7170,96012589444,2C
7171,97082380032,4D
7172,99101365208,3D
7173,99022012696,1A
7174,90070513719,2D
7175,98020282566,3D
7176,90031135943,3C
7177,92100442024,2B
7178,95092588642,1A
7179,91052951666,1D
7180,96051597877,1B
7181,92100105123,2D
7182,94030663203,4B
7183,97032161106,1B
7184,98011755198,4C
7185,92122074614,1D
7186,94061894568,2B
7187,97071895639,1C
7188,93061889839,4C
7189,90121416088,2B
7190,94051023927,3B
7191,94062267682,2C
7192,94123086889,4C
7193,95062650687,1A
7194,91071995290,2D
7195,98121508370,2C
7196,92041704254,3B
7197,94011513826,2D
7198,96033171798,3D
7199,97112014801,2D
7200,93011216517,2B
7201,93070575673,4D
7202,96100145673,4A
7203,90032440200,4D
7204,92121655858,4D
7205,94123111828,2B
7206,91112222439,4D
7207,90092566137,4B
7208,94012165879,2D
7209,96111814610,1A
7210,95110482981,3B
7211,99122727306,2C
7212,92090193162,3A
7213,98022597013,4C
7214,98031505580,1D
7215,99041421095,1D
7216,97110990349,4A
7217,90041724089,2B
7218,98021508490,4B
7219,92121247347,1B
7220,98010210739,2B
7221,93012190654,4B
7222,96051509032,4D
7223,98012209269,4D
7224,90123168181,2D
7225,94080112375,2B
7226,96011629116,2B
7227,93051216948,3D
7228,90100656977,4B
7229,99052042667,2D
7230,94061888071,4A
7231,93040489021,2C
7232,98123170854,3C
7233,93111554368,3D
7234,97012235571,4A
7235,97112091468,2A
7236,97030129036,3D
7237,99042855866,3D
7238,98062414785,3B
7239,95091657886,2D
7240,93020827393,4D
7241,91043019339,1D
7242,94091599879,3B
7243,95101415486,2C
7244,97072502675,2A
7245,93030494158,1B
7246,95080922876,3A
7247,97061612569,2C
7248,97021196834,2D
7249,98080100989,2C
7250,91032678468,3D
7251,96020681279,1A
7252,94042289565,4C
7253,91102917088,1D
7254,96110961214,3B
7255,94120801070,2C
7256,90112400964,4B
7257,97080144162,2A
7258,97062139320,2A
7259,93053126225,3A
7260,93051147422,4C
7261,92101868931,2D
7262,91040969736,2B
7263,98112067486,1A
7264,92092230340,4D
7265,98082307414,4C
7266,92061834719,2B
7267,93042330493,3C
7268,99030984800,2A
7269,96031450459,2D
7270,93032128707,2B
7271,90082525911,4D
7272,98022002122,1B
7273,96030831781,2A
7274,96120648499,4B
7275,91042106720,1A
7276,99112549859,4B
7277,90020186109,2C
7278,98052437400,4A
7279,91041298901,3C
7280,90010174202,4C
7281,94011231096,4D
7282,92051830004,2A
7283,99031731104,3A
7284,91112693033,4A
7285,95101299596,1D
7286,92012619824,3C
7287,95011421513,4A
7288,90071897939,3C
7289,98112528886,2D
7290,97091410863,1B
7291,97080835329,4C
7292,96041672179,4C
7293,94052251408,2B
7294,90031886085,4A
7295,91100109960,1A
7296,90101884434,4A
7297,92083075006,2D
7298,98093082795,4A
7299,98031124921,2B
7300,92071127858,3D
7301,95060777559,4A
7302,98011397651,1A
7303,93052487479,1B
7304,91122252781,4D
7305,90040661495,2C
7306,92072336075,1B
7307,92060422878,2B
7308,99051981778,2A
7309,91042022275,2D
7310,93021777819,3A
7311,94070957513,3C
7312,94030702683,4C
7313,92012154307,1C
7314,95021040580,3D
7315,92042548705,4D
7316,91111830938,2B
7317,90072783309,2A
7318,94071316463,1D
7319,92062775134,4D
7320,95062069083,3A
7321,94092454607,2C
7322,91050437755,1A
7323,95112064451,2B
7324,93072912180,3A
7325,95071690568,3D
7326,98041892760,4B
7327,93052502545,3C
7328,91040543187,4A
7329,97102036716,3A
7330,94102776310,4A
7331,94050664350,2C
7332,90052650209,4C
7333,93121248987,1A
7334,90050145864,3D
7335,95101876322,3A
7336,92012493828,2C
7337,98032651501,1C
7338,98052064392,1A
7339,90041711519,2B
7340,93040723059,1A
7341,91100742790,3D
7342,99121488909,2D
7343,97032140369,2B
7344,94061926528,2B
7345,97100746161,4B
7346,98011154508,3B
7347,99121885997,2A
7348,93031261083,1C
7349,98012548797,4D
7350,91060102218,3B
7351,90061723066,2B
7352,91042407258,3A
7353,90081401601,3A
7354,93070748794,4A
7355,94041178022,2D
7356,94081657727,1A
7357,98052090007,1A
7358,94101395059,3D
7359,91031544759,1C
7360,93020841843,2B
7361,98102118792,1B
7362,90122516336,2C
7363,96082819335,1B
7364,97062508090,4B
7365,93081258853,4A
7366,91041795897,2C
7367,94012115638,4B
7368,97071066086,4C
7369,95082559247,2C
7370,92082930775,3C
7371,92022982288,1D
7372,95042560001,1C
7373,99042163998,2D
7374,94111263625,2D
7375,92032737827,2D
7376,99011127776,1D
7377,92031750773,4C
7378,91062449094,2D
7379,92052729392,2B
7380,91071464110,2B
7381,97010561340,1D
7382,97100195552,4B
7383,96052408262,2B
7384,93031587772,1D
7385,94012678504,3B
7386,99010224122,2B
7387,98092862123,4B
7388,93071956095,3A
7389,91042202051,3B
7390,94110505539,2C
7391,93090959114,1C
7392,93102319686,1D
7393,96080420432,4A
7394,96120420774,3D
7395,90121465907,4A
7396,99022657558,3A
7397,98120975995,1C
7398,92042613722,4B
7399,98122283643,4D
7400,90052515809,2C
7401,92082641808,3B
7402,95082587244,1C
7403,99111287354,4D
7404,96042256840,1C
7405,91112582636,4C
7406,97082641148,2D
7407,93082029317,3C
7408,98031225523,1A
7409,90102297734,2C
7410,95040493794,4B
7411,96111279413,4D
7412,95082712266,4C
7413,96121848768,4A
7414,90091029141,3D
7415,90082825332,3A
7416,95032380958,4B
7417,99091419682,1C
7418,93060849258,3D
7419,95021477140,1C
7420,92052726368,1B
7421,92061918547,3D
7422,98122663324,3C
7423,99070230899,3B
7424,91102828160,3D
7425,95120318409,2C
7426,91081517017,3C
7427,97051657473,1C
7428,96040408386,3D
7429,92120969512,2D
7430,92032833622,2B
7431,93012572436,2C
7432,93022570282,1D
7433,94080924079,3D
7434,96101055234,4D
7435,99053052492,1A
7436,94080904394,2D
7437,93072690037,4D
7438,99100350584,2A
7439,91031214315,4A
7440,94112066814,4A
7441,94012968656,1C
7442,95032927645,2B
7443,98111535924,4A
7444,90040233926,3A
7445,96082057599,1A
7446,99032147421,1B
7447,94031789935,2C
7448,90012343884,3D
7449,99032758120,2B
7450,93061186202,2D
7451,97062242958,2A
7452,98062014695,1A
7453,93090328273,4C
7454,91082584878,1A
7455,90041745406,4D
7456,92022271018,2C
7457,99060866789,2C
7458,98070506425,1C
7459,92072652764,2B
7460,92090273569,2C
7461,93082085397,1B
7462,91112646550,2B
7463,99091646439,3A
7464,92042872938,4C
7465,98061650238,1D
7466,97101335250,4D
7467,93082799140,1C
7468,91031784861,3A
7469,96082606946,2C
7470,95081128950,2B
7471,95073161013,1C
7472,90121150557,1C
7473,99010640542,1C
7474,99032168848,4C
7475,96041858777,3B
7476,94072842011,2C
7477,93092698297,2D
7478,93031538877,2A
7479,92121509447,4B
7480,90072600268,4C
7481,90071440779,1D
7482,94070783743,1B
7483,94040619878,3C
7484,98110912665,2D
7485,93071935616,2A
7486,98070954099,1D
7487,93093098768,3D
7488,92100678108,1A
7489,91022371186,3D
7490,98040954195,2B
7491,97090961469,3A
7492,93040663993,4C
7493,92010203294,2A
7494,92030300900,3B
7495,99012671625,2A
7496,98051502282,2B
7497,95102712803,2D
7498,94020504215,3A
7499,90110939198,4C
7500,94092778134,2A
7501,97012197741,2A
7502,97010574681,3A
7503,90022492596,4A
7504,95122271609,3C
7505,93091965129,4D
7506,92091645262,4B
7507,98062794834,3C
7508,95102878385,1A
7509,97101519115,2D
7510,97091378749,4B
7511,94033014709,3C
7512,98052518099,1A
7513,95060621018,3C
7514,95071428868,4D
7515,95120806805,1A
7516,90031385393,1B
7517,97051915432,4A
7518,98021764924,4A
7519,92030479853,3D
7520,95091505523,4A
7521,94042690468,2D
7522,92031783294,3D
7523,96081008916,4D
7524,96081477150,4B
7525,95010705117,3D
7526,95052705010,3C
7527,94102927662,4A
7528,97071683395,2C
7529,97120402784,3C
7530,94032561158,1B
7531,94010883904,1B
7532,93122685976,3D
7533,90071532126,2D
7534,94070617398,4C
7535,94101784770,3A
7536,91090877971,4C
7537,94071193361,1B
7538,96103000324,1A
7539,97101136431,2A
7540,91070392142,2C
7541,95122241358,3C
7542,92041667876,1C
7543,90042101230,4A
7544,94030891242,4A
7545,92121746372,4D
7546,91122569416,3C
7547,90112516748,3A
7548,93101652034,3C
7549,98101031924,4A
7550,92071487703,3C
7551,94022162914,1A
7552,92071366594,1D
7553,96060973655,2D
7554,96051398539,4B
7555,95011333511,4D
7556,97022405423,2C
7557,91010561300,2D
7558,96071682250,2B
7559,92091067596,2B
7560,95091964290,1D
7561,96121813009,4D
7562,97011157283,2D
7563,93041940031,3B
7564,92102056410,4A
7565,92100793625,2C
7566,97120685952,2D
7567,95021208009,4D
7568,90022699344,2D
7569,98072325431,4A
7570,91120222357,2B
7571,90062205899,4A
7572,94020380662,1C
7573,95102969021,4A
7574,92020541241,3A
7575,90082999860,2A
7576,95022708454,3D
7577,93051879415,1B
7578,90121966934,1A
7579,92080188484,2A
7580,92082722626,2C
7581,94102495963,3D
7582,98062550841,1B
7583,99090853403,3D
7584,95090299340,3B
7585,92060500532,2C
7586,96041966928,2A
7587,93080450089,1B
7588,93111265361,4A
7589,95110380630,2B
7590,94122429647,4A
7591,98082607095,3D
7592,96011031348,3B
7593,97122235759,3C
7594,97050262115,2D
7595,98090712574,2A
7596,99060908131,4D
7597,91022209803,1C
7598,99020144191,1A
7599,97122234611,1D
7600,93110229999,2B
7601,93060645359,4A
7602,90121927629,3A
7603,97082766498,2A
7604,91011341248,2C
7605,91052361322,2B
7606,91011715661,1A
7607,96091102925,2A
7608,91031771858,1D
7609,90071858525,2C
7610,96052039806,2D
7611,96031346042,2B
7612,94080258738,1A
7613,92042224506,4C
7614,97082015820,3C
7615,97031252928,4D
7616,91071177146,1A
7617,93110256483,4A
7618,97010886052,3A
7619,93041579994,3C
7620,96062894080,3A
7621,98030221940,1C
7622,94090594714,1C
7623,93060198215,2C
7624,99062565778,3B
7625,92021732945,4B
7626,99082141789,4A
7627,91041244728,1C
7628,90070928692,2B
7629,91020404743,4A
7630,95060144005,1C
7631,94082583144,2D
7632,93110955139,2C
7633,93050468544,1C
7634,90033043617,4B
7635,92011958537,3B
7636,94102523875,1C
7637,92111901064,4C
7638,94020539943,1B
7639,99020463524,4B
7640,99082282246,4B
7641,93061104701,2B
7642,90020727531,3C
7643,91081175275,2B
7644,98111500326,4C
7645,96052167077,1A
7646,93031107893,1B
7647,95110804710,4A
7648,93101066732,2B
7649,92102301589,1A
7650,96070768203,2B
7651,93070140473,4B
7652,97012346329,4D
7653,94111282026,1C
7654,94022376540,2C
7655,97051753018,1A
7656,93030329261,3C
7657,90121804777,3A
7658,95052996524,1C
7659,95103061128,2C
7660,95081661479,2D
7661,94062357525,3C
7662,92101842571,1B
7663,95091051741,2A
7664,91111543926,4D
7665,94101011043,3A
7666,91100437678,2D
7667,91021735477,3D
7668,97102315833,3B
7669,90051251944,3D
7670,98030640066,4C
7671,95011453064,1D
7672,91113040391,2B
7673,90010220477,3B
7674,90062724929,4B
7675,96112285916,2B
7676,91072913910,4B
7677,95112836788,2A
7678,96120281717,1D
7679,97070779709,2C
7680,92080723698,4D
7681,95100826519,2A
7682,93110629331,3A
7683,99050114812,3C
7684,96042480441,3C
7685,92072002866,1B
7686,92071801367,4B
7687,93100774467,4A
7688,98081873554,1C
7689,91100161144,4D
7690,91110757225,4D
7691,97010379187,1C
7692,98022792760,4D
7693,92100840297,4C
7694,93022214959,1C
7695,96061703406,1A
7696,97122783504,2C
7697,92062161654,1C
7698,98052877189,2B
7699,91032269963,3C
7700,92070964434,3C
7701,97020826628,3A
7702,97021667473,4A
7703,97110300364,3B
7704,90090907581,2D
7705,96042918559,1D
7706,92051574672,4D
7707,97032568507,3C
7708,91123031956,2A
7709,96010546236,1A
7710,98102149013,4D
7711,94122904573,4D
7712,94042850910,1C
7713,95091483108,4A
7714,92021939755,4C
7715,95121417978,4A
7716,93022290140,3B
7717,95112639961,2C
7718,92121223743,4C
7719,95120591806,2A
7720,91010480681,1D
7721,99022086974,1B
7722,98083091437,4A
7723,92042845246,3D
7724,96071294431,3A
7725,95072789317,1B
7726,99031834586,3B
7727,91040200167,2C
7728,95030751967,2B
7729,97041992241,4D
7730,99101906524,4D
7731,95121098074,3A
7732,90092740238,4D
7733,96072575566,3A
7734,94090742117,2B
7735,92010862934,2C
7736,98030668206,1A
7737,90030985778,4B
7738,98032906953,4C
7739,94081273608,3A
7740,94112842230,3A
7741,92052583055,1A
7742,99031846109,2A
