Pesel,Przedmiot,Wynik,Data_matury
99033165066,Jezyk polski,56,2027-05-1
99033165066,Jezyk angielski,76,2027-05-2
99033165066,Matematyka,64,2027-05-3
90101890525,Jezyk polski,82,2027-05-1
90101890525,Jezyk angielski,87,2027-05-2
90101890525,Matematyka,71,2027-05-3
94030467074,Jezyk polski,91,2027-05-1
94030467074,Jezyk angielski,100,2027-05-2
94030467074,Matematyka,82,2027-05-3
94110661950,Jezyk polski,82,2027-05-1
94110661950,Jezyk angielski,98,2027-05-2
94110661950,Matematyka,90,2027-05-3
92111181871,Jezyk polski,72,2027-05-1
92111181871,Jezyk angielski,93,2027-05-2
92111181871,Matematyka,85,2027-05-3
92010204783,Jezyk polski,79,2027-05-1
92010204783,Jezyk angielski,76,2027-05-2
92010204783,Matematyka,75,2027-05-3
97013029218,Jezyk polski,82,2027-05-1
97013029218,Jezyk angielski,67,2027-05-2
97013029218,Matematyka,48,2027-05-3
98010839224,Jezyk polski,46,2027-05-1
98010839224,Jezyk angielski,81,2027-05-2
98010839224,Matematyka,76,2027-05-3
90012565947,Jezyk polski,72,2027-05-1
90012565947,Jezyk angielski,89,2027-05-2
90012565947,Matematyka,34,2027-05-3
96051058635,Jezyk polski,89,2027-05-1
96051058635,Jezyk angielski,89,2027-05-2
96051058635,Matematyka,88,2027-05-3
91110893183,Jezyk polski,94,2027-05-1
91110893183,Jezyk angielski,82,2027-05-2
91110893183,Matematyka,76,2027-05-3
91122174898,Jezyk polski,76,2027-05-1
91122174898,Jezyk angielski,77,2027-05-2
91122174898,Matematyka,36,2027-05-3
97020539029,Jezyk polski,41,2027-05-1
97020539029,Jezyk angielski,81,2027-05-2
97020539029,Matematyka,100,2027-05-3
97122149896,Jezyk polski,21,2027-05-1
97122149896,Jezyk angielski,89,2027-05-2
97122149896,Matematyka,78,2027-05-3
97110845137,Jezyk polski,100,2027-05-1
97110845137,Jezyk angielski,32,2027-05-2
97110845137,Matematyka,88,2027-05-3
96043010526,Jezyk polski,73,2027-05-1
96043010526,Jezyk angielski,100,2027-05-2
96043010526,Matematyka,73,2027-05-3
98030844064,Jezyk polski,75,2027-05-1
98030844064,Jezyk angielski,21,2027-05-2
98030844064,Matematyka,94,2027-05-3
95062098654,Jezyk polski,48,2027-05-1
95062098654,Jezyk angielski,80,2027-05-2
95062098654,Matematyka,85,2027-05-3
92020680683,Jezyk polski,73,2027-05-1
92020680683,Jezyk angielski,82,2027-05-2
92020680683,Matematyka,87,2027-05-3
97111850448,Jezyk polski,90,2027-05-1
97111850448,Jezyk angielski,86,2027-05-2
97111850448,Matematyka,81,2027-05-3
94101328433,Jezyk polski,90,2027-05-1
94101328433,Jezyk angielski,32,2027-05-2
94101328433,Matematyka,74,2027-05-3
90053065297,Jezyk polski,95,2027-05-1
90053065297,Jezyk angielski,78,2027-05-2
90053065297,Matematyka,79,2027-05-3
92052082851,Jezyk polski,81,2027-05-1
92052082851,Jezyk angielski,75,2027-05-2
92052082851,Matematyka,63,2027-05-3
97060153230,Jezyk polski,69,2027-05-1
97060153230,Jezyk angielski,64,2027-05-2
97060153230,Matematyka,76,2027-05-3
90100754439,Jezyk polski,85,2027-05-1
90100754439,Jezyk angielski,61,2027-05-2
90100754439,Matematyka,75,2027-05-3
94030758950,Jezyk polski,73,2027-05-1
94030758950,Jezyk angielski,81,2027-05-2
94030758950,Matematyka,92,2027-05-3
99060244314,Jezyk polski,73,2027-05-1
99060244314,Jezyk angielski,70,2027-05-2
99060244314,Matematyka,87,2027-05-3
98091010992,Jezyk polski,80,2027-05-1
98091010992,Jezyk angielski,81,2027-05-2
98091010992,Matematyka,94,2027-05-3
91090774384,Jezyk polski,45,2027-05-1
91090774384,Jezyk angielski,83,2027-05-2
91090774384,Matematyka,81,2027-05-3
94110763614,Jezyk polski,75,2027-05-1
94110763614,Jezyk angielski,91,2027-05-2
94110763614,Matematyka,70,2027-05-3
99091310648,Jezyk polski,100,2027-05-1
99091310648,Jezyk angielski,81,2027-05-2
99091310648,Matematyka,77,2027-05-3
96042803080,Jezyk polski,49,2027-05-1
96042803080,Jezyk angielski,91,2027-05-2
96042803080,Matematyka,55,2027-05-3
93020839558,Jezyk polski,77,2027-05-1
93020839558,Jezyk angielski,80,2027-05-2
93020839558,Matematyka,89,2027-05-3
92062463176,Jezyk polski,72,2027-05-1
92062463176,Jezyk angielski,87,2027-05-2
92062463176,Matematyka,56,2027-05-3
97120232369,Jezyk polski,82,2027-05-1
97120232369,Jezyk angielski,99,2027-05-2
97120232369,Matematyka,55,2027-05-3
95010878729,Jezyk polski,50,2027-05-1
95010878729,Jezyk angielski,71,2027-05-2
95010878729,Matematyka,96,2027-05-3
92071307481,Jezyk polski,91,2027-05-1
92071307481,Jezyk angielski,79,2027-05-2
92071307481,Matematyka,75,2027-05-3
91112985248,Jezyk polski,80,2027-05-1
91112985248,Jezyk angielski,57,2027-05-2
91112985248,Matematyka,31,2027-05-3
92032113566,Jezyk polski,42,2027-05-1
92032113566,Jezyk angielski,92,2027-05-2
92032113566,Matematyka,89,2027-05-3
90072542319,Jezyk polski,84,2027-05-1
90072542319,Jezyk angielski,47,2027-05-2
90072542319,Matematyka,83,2027-05-3
96092425207,Jezyk polski,99,2027-05-1
96092425207,Jezyk angielski,72,2027-05-2
96092425207,Matematyka,72,2027-05-3
98052955201,Jezyk polski,81,2027-05-1
98052955201,Jezyk angielski,100,2027-05-2
98052955201,Matematyka,49,2027-05-3
96101479591,Jezyk polski,71,2027-05-1
96101479591,Jezyk angielski,83,2027-05-2
96101479591,Matematyka,34,2027-05-3
92061070971,Jezyk polski,88,2027-05-1
92061070971,Jezyk angielski,54,2027-05-2
92061070971,Matematyka,75,2027-05-3
97021890899,Jezyk polski,66,2027-05-1
97021890899,Jezyk angielski,87,2027-05-2
97021890899,Matematyka,83,2027-05-3
97021160945,Jezyk polski,86,2027-05-1
97021160945,Jezyk angielski,95,2027-05-2
97021160945,Matematyka,31,2027-05-3
95092225091,Jezyk polski,82,2027-05-1
95092225091,Jezyk angielski,14,2027-05-2
95092225091,Matematyka,72,2027-05-3
92111466635,Jezyk polski,10,2027-05-1
92111466635,Jezyk angielski,84,2027-05-2
92111466635,Matematyka,82,2027-05-3
99110141046,Jezyk polski,70,2027-05-1
99110141046,Jezyk angielski,100,2027-05-2
99110141046,Matematyka,78,2027-05-3
93103034883,Jezyk polski,11,2027-05-1
93103034883,Jezyk angielski,91,2027-05-2
93103034883,Matematyka,77,2027-05-3
91122660834,Jezyk polski,92,2027-05-1
91122660834,Jezyk angielski,71,2027-05-2
91122660834,Matematyka,100,2027-05-3
90011455993,Jezyk polski,94,2027-05-1
90011455993,Jezyk angielski,77,2027-05-2
90011455993,Matematyka,89,2027-05-3
99021756319,Jezyk polski,70,2027-05-1
99021756319,Jezyk angielski,72,2027-05-2
99021756319,Matematyka,72,2027-05-3
94040666924,Jezyk polski,79,2027-05-1
94040666924,Jezyk angielski,89,2027-05-2
94040666924,Matematyka,79,2027-05-3
97090250480,Jezyk polski,79,2027-05-1
97090250480,Jezyk angielski,57,2027-05-2
97090250480,Matematyka,87,2027-05-3
94103007280,Jezyk polski,58,2027-05-1
94103007280,Jezyk angielski,88,2027-05-2
94103007280,Matematyka,70,2027-05-3
96110370917,Jezyk polski,60,2027-05-1
96110370917,Jezyk angielski,88,2027-05-2
96110370917,Matematyka,72,2027-05-3
91052192663,Jezyk polski,89,2027-05-1
91052192663,Jezyk angielski,90,2027-05-2
91052192663,Matematyka,100,2027-05-3
99061971691,Jezyk polski,50,2027-05-1
99061971691,Jezyk angielski,82,2027-05-2
99061971691,Matematyka,85,2027-05-3
94050868624,Jezyk polski,83,2027-05-1
94050868624,Jezyk angielski,74,2027-05-2
94050868624,Matematyka,80,2027-05-3
97090374135,Jezyk polski,74,2027-05-1
97090374135,Jezyk angielski,52,2027-05-2
97090374135,Matematyka,100,2027-05-3
98040939231,Jezyk polski,79,2027-05-1
98040939231,Jezyk angielski,75,2027-05-2
98040939231,Matematyka,29,2027-05-3
96111730523,Jezyk polski,89,2027-05-1
96111730523,Jezyk angielski,87,2027-05-2
96111730523,Matematyka,88,2027-05-3
96031232154,Jezyk polski,14,2027-05-1
96031232154,Jezyk angielski,86,2027-05-2
96031232154,Matematyka,83,2027-05-3
90071121964,Jezyk polski,79,2027-05-1
90071121964,Jezyk angielski,75,2027-05-2
90071121964,Matematyka,61,2027-05-3
99080697824,Jezyk polski,89,2027-05-1
99080697824,Jezyk angielski,77,2027-05-2
99080697824,Matematyka,72,2027-05-3
92020153323,Jezyk polski,62,2027-05-1
92020153323,Jezyk angielski,75,2027-05-2
92020153323,Matematyka,76,2027-05-3
92041073422,Jezyk polski,25,2027-05-1
92041073422,Jezyk angielski,14,2027-05-2
92041073422,Matematyka,100,2027-05-3
91042196888,Jezyk polski,60,2027-05-1
91042196888,Jezyk angielski,61,2027-05-2
91042196888,Matematyka,61,2027-05-3
95112993452,Jezyk polski,77,2027-05-1
95112993452,Jezyk angielski,78,2027-05-2
95112993452,Matematyka,100,2027-05-3
90091340477,Jezyk polski,80,2027-05-1
90091340477,Jezyk angielski,79,2027-05-2
90091340477,Matematyka,67,2027-05-3
91030453304,Jezyk polski,80,2027-05-1
91030453304,Jezyk angielski,92,2027-05-2
91030453304,Matematyka,95,2027-05-3
97081435115,Jezyk polski,13,2027-05-1
97081435115,Jezyk angielski,98,2027-05-2
97081435115,Matematyka,85,2027-05-3
97041739338,Jezyk polski,44,2027-05-1
97041739338,Jezyk angielski,88,2027-05-2
97041739338,Matematyka,74,2027-05-3
94121525856,Jezyk polski,27,2027-05-1
94121525856,Jezyk angielski,100,2027-05-2
94121525856,Matematyka,91,2027-05-3
95081178764,Jezyk polski,84,2027-05-1
95081178764,Jezyk angielski,10,2027-05-2
95081178764,Matematyka,68,2027-05-3
95011459466,Jezyk polski,74,2027-05-1
95011459466,Jezyk angielski,83,2027-05-2
95011459466,Matematyka,72,2027-05-3
96062338906,Jezyk polski,88,2027-05-1
96062338906,Jezyk angielski,78,2027-05-2
96062338906,Matematyka,93,2027-05-3
96062590153,Jezyk polski,86,2027-05-1
96062590153,Jezyk angielski,99,2027-05-2
96062590153,Matematyka,89,2027-05-3
97071149974,Jezyk polski,85,2027-05-1
97071149974,Jezyk angielski,93,2027-05-2
97071149974,Matematyka,93,2027-05-3
95021007165,Jezyk polski,86,2027-05-1
95021007165,Jezyk angielski,76,2027-05-2
95021007165,Matematyka,72,2027-05-3
93051006187,Jezyk polski,52,2027-05-1
93051006187,Jezyk angielski,75,2027-05-2
93051006187,Matematyka,85,2027-05-3
97052670099,Jezyk polski,78,2027-05-1
97052670099,Jezyk angielski,11,2027-05-2
97052670099,Matematyka,20,2027-05-3
98051044106,Jezyk polski,72,2027-05-1
98051044106,Jezyk angielski,83,2027-05-2
98051044106,Matematyka,79,2027-05-3
99052152001,Jezyk polski,74,2027-05-1
99052152001,Jezyk angielski,80,2027-05-2
99052152001,Matematyka,89,2027-05-3
96071732375,Jezyk polski,72,2027-05-1
96071732375,Jezyk angielski,95,2027-05-2
96071732375,Matematyka,100,2027-05-3
99030892101,Jezyk polski,60,2027-05-1
99030892101,Jezyk angielski,72,2027-05-2
99030892101,Matematyka,97,2027-05-3
95061624164,Jezyk polski,71,2027-05-1
95061624164,Jezyk angielski,81,2027-05-2
95061624164,Matematyka,79,2027-05-3
99080695921,Jezyk polski,96,2027-05-1
99080695921,Jezyk angielski,20,2027-05-2
99080695921,Matematyka,99,2027-05-3
95110180582,Jezyk polski,96,2027-05-1
95110180582,Jezyk angielski,81,2027-05-2
95110180582,Matematyka,95,2027-05-3
90092264424,Jezyk polski,71,2027-05-1
90092264424,Jezyk angielski,64,2027-05-2
90092264424,Matematyka,78,2027-05-3
92101993864,Jezyk polski,81,2027-05-1
92101993864,Jezyk angielski,74,2027-05-2
92101993864,Matematyka,76,2027-05-3
90081150635,Jezyk polski,84,2027-05-1
90081150635,Jezyk angielski,92,2027-05-2
90081150635,Matematyka,67,2027-05-3
91032048788,Jezyk polski,96,2027-05-1
91032048788,Jezyk angielski,89,2027-05-2
91032048788,Matematyka,81,2027-05-3
96122252427,Jezyk polski,77,2027-05-1
96122252427,Jezyk angielski,74,2027-05-2
96122252427,Matematyka,70,2027-05-3
90100649991,Jezyk polski,18,2027-05-1
90100649991,Jezyk angielski,92,2027-05-2
90100649991,Matematyka,73,2027-05-3
99022501239,Jezyk polski,59,2027-05-1
99022501239,Jezyk angielski,28,2027-05-2
99022501239,Matematyka,80,2027-05-3
94052972909,Jezyk polski,80,2027-05-1
94052972909,Jezyk angielski,83,2027-05-2
94052972909,Matematyka,63,2027-05-3
96080866971,Jezyk polski,77,2027-05-1
96080866971,Jezyk angielski,90,2027-05-2
96080866971,Matematyka,85,2027-05-3
93010699230,Jezyk polski,80,2027-05-1
93010699230,Jezyk angielski,81,2027-05-2
93010699230,Matematyka,82,2027-05-3
94091141106,Jezyk polski,81,2027-05-1
94091141106,Jezyk angielski,98,2027-05-2
94091141106,Matematyka,74,2027-05-3
94062271030,Jezyk polski,88,2027-05-1
94062271030,Jezyk angielski,77,2027-05-2
94062271030,Matematyka,82,2027-05-3
94022137255,Jezyk polski,87,2027-05-1
94022137255,Jezyk angielski,59,2027-05-2
94022137255,Matematyka,76,2027-05-3
90101466937,Jezyk polski,84,2027-05-1
90101466937,Jezyk angielski,75,2027-05-2
90101466937,Matematyka,45,2027-05-3
90071235050,Jezyk polski,49,2027-05-1
90071235050,Jezyk angielski,87,2027-05-2
90071235050,Matematyka,84,2027-05-3
99032310276,Jezyk polski,85,2027-05-1
99032310276,Jezyk angielski,79,2027-05-2
99032310276,Matematyka,75,2027-05-3
92061380685,Jezyk polski,94,2027-05-1
92061380685,Jezyk angielski,43,2027-05-2
92061380685,Matematyka,84,2027-05-3
91061765128,Jezyk polski,75,2027-05-1
91061765128,Jezyk angielski,74,2027-05-2
91061765128,Matematyka,34,2027-05-3
90022856305,Jezyk polski,91,2027-05-1
90022856305,Jezyk angielski,66,2027-05-2
90022856305,Matematyka,82,2027-05-3
91100370966,Jezyk polski,88,2027-05-1
91100370966,Jezyk angielski,91,2027-05-2
91100370966,Matematyka,69,2027-05-3
90021886237,Jezyk polski,100,2027-05-1
90021886237,Jezyk angielski,83,2027-05-2
90021886237,Matematyka,84,2027-05-3
99032765793,Jezyk polski,97,2027-05-1
99032765793,Jezyk angielski,87,2027-05-2
99032765793,Matematyka,75,2027-05-3
92091786361,Jezyk polski,79,2027-05-1
92091786361,Jezyk angielski,82,2027-05-2
92091786361,Matematyka,87,2027-05-3
99062412872,Jezyk polski,70,2027-05-1
99062412872,Jezyk angielski,83,2027-05-2
99062412872,Matematyka,51,2027-05-3
96040165663,Jezyk polski,64,2027-05-1
96040165663,Jezyk angielski,68,2027-05-2
96040165663,Matematyka,96,2027-05-3
91022827250,Jezyk polski,88,2027-05-1
91022827250,Jezyk angielski,88,2027-05-2
91022827250,Matematyka,79,2027-05-3
94012281861,Jezyk polski,94,2027-05-1
94012281861,Jezyk angielski,78,2027-05-2
94012281861,Matematyka,99,2027-05-3
98082691997,Jezyk polski,83,2027-05-1
98082691997,Jezyk angielski,84,2027-05-2
98082691997,Matematyka,95,2027-05-3
96112812112,Jezyk polski,71,2027-05-1
96112812112,Jezyk angielski,83,2027-05-2
96112812112,Matematyka,45,2027-05-3
97090698754,Jezyk polski,93,2027-05-1
97090698754,Jezyk angielski,32,2027-05-2
97090698754,Matematyka,84,2027-05-3
91072125209,Jezyk polski,75,2027-05-1
91072125209,Jezyk angielski,87,2027-05-2
91072125209,Matematyka,80,2027-05-3
96071449930,Jezyk polski,79,2027-05-1
96071449930,Jezyk angielski,81,2027-05-2
96071449930,Matematyka,95,2027-05-3
93012184433,Jezyk polski,95,2027-05-1
93012184433,Jezyk angielski,85,2027-05-2
93012184433,Matematyka,98,2027-05-3
94010762375,Jezyk polski,37,2027-05-1
94010762375,Jezyk angielski,85,2027-05-2
94010762375,Matematyka,53,2027-05-3
99060225777,Jezyk polski,71,2027-05-1
99060225777,Jezyk angielski,77,2027-05-2
99060225777,Matematyka,94,2027-05-3
91030977828,Jezyk polski,43,2027-05-1
91030977828,Jezyk angielski,99,2027-05-2
91030977828,Matematyka,80,2027-05-3
91082711724,Jezyk polski,81,2027-05-1
91082711724,Jezyk angielski,80,2027-05-2
91082711724,Matematyka,85,2027-05-3
96121687048,Jezyk polski,86,2027-05-1
96121687048,Jezyk angielski,87,2027-05-2
96121687048,Matematyka,50,2027-05-3
90061795199,Jezyk polski,63,2027-05-1
90061795199,Jezyk angielski,93,2027-05-2
90061795199,Matematyka,86,2027-05-3
91083189942,Jezyk polski,100,2027-05-1
91083189942,Jezyk angielski,61,2027-05-2
91083189942,Matematyka,87,2027-05-3
97061560329,Jezyk polski,76,2027-05-1
97061560329,Jezyk angielski,90,2027-05-2
97061560329,Matematyka,85,2027-05-3
98011511365,Jezyk polski,87,2027-05-1
98011511365,Jezyk angielski,88,2027-05-2
98011511365,Matematyka,91,2027-05-3
91110718132,Jezyk polski,73,2027-05-1
91110718132,Jezyk angielski,75,2027-05-2
91110718132,Matematyka,90,2027-05-3
99122795367,Jezyk polski,87,2027-05-1
99122795367,Jezyk angielski,72,2027-05-2
99122795367,Matematyka,53,2027-05-3
90011039184,Jezyk polski,84,2027-05-1
90011039184,Jezyk angielski,70,2027-05-2
90011039184,Matematyka,71,2027-05-3
90101160442,Jezyk polski,66,2027-05-1
90101160442,Jezyk angielski,77,2027-05-2
90101160442,Matematyka,100,2027-05-3
93122669936,Jezyk polski,83,2027-05-1
93122669936,Jezyk angielski,93,2027-05-2
93122669936,Matematyka,88,2027-05-3
90082976908,Jezyk polski,87,2027-05-1
90082976908,Jezyk angielski,83,2027-05-2
90082976908,Matematyka,85,2027-05-3
95012305827,Jezyk polski,62,2027-05-1
95012305827,Jezyk angielski,72,2027-05-2
95012305827,Matematyka,85,2027-05-3
94030326043,Jezyk polski,87,2027-05-1
94030326043,Jezyk angielski,75,2027-05-2
94030326043,Matematyka,84,2027-05-3
98080135884,Jezyk polski,84,2027-05-1
98080135884,Jezyk angielski,18,2027-05-2
98080135884,Matematyka,83,2027-05-3
92020882528,Jezyk polski,79,2027-05-1
92020882528,Jezyk angielski,89,2027-05-2
92020882528,Matematyka,68,2027-05-3
94040104660,Jezyk polski,70,2027-05-1
94040104660,Jezyk angielski,88,2027-05-2
94040104660,Matematyka,94,2027-05-3
97071186652,Jezyk polski,70,2027-05-1
97071186652,Jezyk angielski,78,2027-05-2
97071186652,Matematyka,86,2027-05-3
90112351116,Jezyk polski,91,2027-05-1
90112351116,Jezyk angielski,96,2027-05-2
90112351116,Matematyka,82,2027-05-3
90042160633,Jezyk polski,82,2027-05-1
90042160633,Jezyk angielski,86,2027-05-2
90042160633,Matematyka,72,2027-05-3
92091920064,Jezyk polski,60,2027-05-1
92091920064,Jezyk angielski,79,2027-05-2
92091920064,Matematyka,75,2027-05-3
96091975024,Jezyk polski,79,2027-05-1
96091975024,Jezyk angielski,100,2027-05-2
96091975024,Matematyka,88,2027-05-3
91100732094,Jezyk polski,75,2027-05-1
91100732094,Jezyk angielski,55,2027-05-2
91100732094,Matematyka,97,2027-05-3
94111463360,Jezyk polski,99,2027-05-1
94111463360,Jezyk angielski,88,2027-05-2
94111463360,Matematyka,62,2027-05-3
96022578373,Jezyk polski,63,2027-05-1
96022578373,Jezyk angielski,77,2027-05-2
96022578373,Matematyka,81,2027-05-3
93030653937,Jezyk polski,66,2027-05-1
93030653937,Jezyk angielski,87,2027-05-2
93030653937,Matematyka,97,2027-05-3
95082704883,Jezyk polski,72,2027-05-1
95082704883,Jezyk angielski,98,2027-05-2
95082704883,Matematyka,86,2027-05-3
91080430898,Jezyk polski,93,2027-05-1
91080430898,Jezyk angielski,87,2027-05-2
91080430898,Matematyka,70,2027-05-3
90051829099,Jezyk polski,50,2027-05-1
90051829099,Jezyk angielski,83,2027-05-2
90051829099,Matematyka,79,2027-05-3
93043033821,Jezyk polski,74,2027-05-1
93043033821,Jezyk angielski,75,2027-05-2
93043033821,Matematyka,57,2027-05-3
95092979754,Jezyk polski,81,2027-05-1
95092979754,Jezyk angielski,83,2027-05-2
95092979754,Matematyka,24,2027-05-3
91110660675,Jezyk polski,100,2027-05-1
91110660675,Jezyk angielski,72,2027-05-2
91110660675,Matematyka,79,2027-05-3
99061335646,Jezyk polski,92,2027-05-1
99061335646,Jezyk angielski,83,2027-05-2
99061335646,Matematyka,100,2027-05-3
97060785431,Jezyk polski,100,2027-05-1
97060785431,Jezyk angielski,87,2027-05-2
97060785431,Matematyka,33,2027-05-3
97100540727,Jezyk polski,77,2027-05-1
97100540727,Jezyk angielski,70,2027-05-2
97100540727,Matematyka,71,2027-05-3
92041395353,Jezyk polski,72,2027-05-1
92041395353,Jezyk angielski,72,2027-05-2
92041395353,Matematyka,75,2027-05-3
93102957503,Jezyk polski,70,2027-05-1
93102957503,Jezyk angielski,77,2027-05-2
93102957503,Matematyka,81,2027-05-3
95071826581,Jezyk polski,45,2027-05-1
95071826581,Jezyk angielski,92,2027-05-2
95071826581,Matematyka,57,2027-05-3
95041999749,Jezyk polski,75,2027-05-1
95041999749,Jezyk angielski,95,2027-05-2
95041999749,Matematyka,72,2027-05-3
96081495031,Jezyk polski,99,2027-05-1
96081495031,Jezyk angielski,94,2027-05-2
96081495031,Matematyka,72,2027-05-3
96062488113,Jezyk polski,48,2027-05-1
96062488113,Jezyk angielski,92,2027-05-2
96062488113,Matematyka,94,2027-05-3
98110149306,Jezyk polski,75,2027-05-1
98110149306,Jezyk angielski,70,2027-05-2
98110149306,Matematyka,59,2027-05-3
90082068003,Jezyk polski,92,2027-05-1
90082068003,Jezyk angielski,82,2027-05-2
90082068003,Matematyka,80,2027-05-3
90010864963,Jezyk polski,85,2027-05-1
90010864963,Jezyk angielski,74,2027-05-2
90010864963,Matematyka,79,2027-05-3
99042963482,Jezyk polski,87,2027-05-1
99042963482,Jezyk angielski,98,2027-05-2
99042963482,Matematyka,88,2027-05-3
93061912883,Jezyk polski,89,2027-05-1
93061912883,Jezyk angielski,34,2027-05-2
93061912883,Matematyka,71,2027-05-3
97032678439,Jezyk polski,83,2027-05-1
97032678439,Jezyk angielski,91,2027-05-2
97032678439,Matematyka,81,2027-05-3
94062587306,Jezyk polski,36,2027-05-1
94062587306,Jezyk angielski,77,2027-05-2
94062587306,Matematyka,77,2027-05-3
97041026661,Jezyk polski,92,2027-05-1
97041026661,Jezyk angielski,75,2027-05-2
97041026661,Matematyka,85,2027-05-3
95090721018,Jezyk polski,94,2027-05-1
95090721018,Jezyk angielski,28,2027-05-2
95090721018,Matematyka,78,2027-05-3
91121716314,Jezyk polski,57,2027-05-1
91121716314,Jezyk angielski,81,2027-05-2
91121716314,Matematyka,74,2027-05-3
98120703394,Jezyk polski,70,2027-05-1
98120703394,Jezyk angielski,77,2027-05-2
98120703394,Matematyka,99,2027-05-3
91103126335,Jezyk polski,72,2027-05-1
91103126335,Jezyk angielski,32,2027-05-2
91103126335,Matematyka,71,2027-05-3
95012640993,Jezyk polski,80,2027-05-1
95012640993,Jezyk angielski,31,2027-05-2
95012640993,Matematyka,79,2027-05-3
98081333564,Jezyk polski,96,2027-05-1
98081333564,Jezyk angielski,83,2027-05-2
98081333564,Matematyka,75,2027-05-3
92010885988,Jezyk polski,77,2027-05-1
92010885988,Jezyk angielski,76,2027-05-2
92010885988,Matematyka,60,2027-05-3
97081851672,Jezyk polski,98,2027-05-1
97081851672,Jezyk angielski,79,2027-05-2
97081851672,Matematyka,75,2027-05-3
98041549891,Jezyk polski,60,2027-05-1
98041549891,Jezyk angielski,92,2027-05-2
98041549891,Matematyka,97,2027-05-3
98090745071,Jezyk polski,50,2027-05-1
98090745071,Jezyk angielski,81,2027-05-2
98090745071,Matematyka,43,2027-05-3
95042010971,Jezyk polski,94,2027-05-1
95042010971,Jezyk angielski,40,2027-05-2
95042010971,Matematyka,81,2027-05-3
91021887402,Jezyk polski,96,2027-05-1
91021887402,Jezyk angielski,89,2027-05-2
91021887402,Matematyka,93,2027-05-3
90050199443,Jezyk polski,93,2027-05-1
90050199443,Jezyk angielski,73,2027-05-2
90050199443,Matematyka,99,2027-05-3
95091118842,Jezyk polski,43,2027-05-1
95091118842,Jezyk angielski,80,2027-05-2
95091118842,Matematyka,76,2027-05-3
93110334475,Jezyk polski,62,2027-05-1
93110334475,Jezyk angielski,86,2027-05-2
93110334475,Matematyka,100,2027-05-3
90061007508,Jezyk polski,89,2027-05-1
90061007508,Jezyk angielski,33,2027-05-2
90061007508,Matematyka,98,2027-05-3
97120384530,Jezyk polski,50,2027-05-1
97120384530,Jezyk angielski,83,2027-05-2
97120384530,Matematyka,78,2027-05-3
94120184948,Jezyk polski,82,2027-05-1
94120184948,Jezyk angielski,100,2027-05-2
94120184948,Matematyka,54,2027-05-3
91010598078,Jezyk polski,81,2027-05-1
91010598078,Jezyk angielski,81,2027-05-2
91010598078,Matematyka,73,2027-05-3
93110788274,Jezyk polski,83,2027-05-1
93110788274,Jezyk angielski,53,2027-05-2
93110788274,Matematyka,47,2027-05-3
93042382186,Jezyk polski,58,2027-05-1
93042382186,Jezyk angielski,87,2027-05-2
93042382186,Matematyka,87,2027-05-3
93091606206,Jezyk polski,90,2027-05-1
93091606206,Jezyk angielski,83,2027-05-2
93091606206,Matematyka,70,2027-05-3
99012759594,Jezyk polski,81,2027-05-1
99012759594,Jezyk angielski,86,2027-05-2
99012759594,Matematyka,78,2027-05-3
95102512977,Jezyk polski,100,2027-05-1
95102512977,Jezyk angielski,72,2027-05-2
95102512977,Matematyka,64,2027-05-3
98112838477,Jezyk polski,79,2027-05-1
98112838477,Jezyk angielski,86,2027-05-2
98112838477,Matematyka,11,2027-05-3
92121326064,Jezyk polski,100,2027-05-1
92121326064,Jezyk angielski,86,2027-05-2
92121326064,Matematyka,51,2027-05-3
99102689314,Jezyk polski,80,2027-05-1
99102689314,Jezyk angielski,73,2027-05-2
99102689314,Matematyka,76,2027-05-3
94080481345,Jezyk polski,87,2027-05-1
94080481345,Jezyk angielski,80,2027-05-2
94080481345,Matematyka,54,2027-05-3
91052774906,Jezyk polski,57,2027-05-1
91052774906,Jezyk angielski,44,2027-05-2
91052774906,Matematyka,86,2027-05-3
97122722833,Jezyk polski,90,2027-05-1
97122722833,Jezyk angielski,88,2027-05-2
97122722833,Matematyka,71,2027-05-3
95101889502,Jezyk polski,96,2027-05-1
95101889502,Jezyk angielski,84,2027-05-2
95101889502,Matematyka,100,2027-05-3
96091724710,Jezyk polski,75,2027-05-1
96091724710,Jezyk angielski,82,2027-05-2
96091724710,Matematyka,80,2027-05-3
98121966831,Jezyk polski,56,2027-05-1
98121966831,Jezyk angielski,73,2027-05-2
98121966831,Matematyka,52,2027-05-3
95041357590,Jezyk polski,80,2027-05-1
95041357590,Jezyk angielski,60,2027-05-2
95041357590,Matematyka,73,2027-05-3
97112823991,Jezyk polski,73,2027-05-1
97112823991,Jezyk angielski,95,2027-05-2
97112823991,Matematyka,77,2027-05-3
98061426033,Jezyk polski,70,2027-05-1
98061426033,Jezyk angielski,85,2027-05-2
98061426033,Matematyka,80,2027-05-3
90111879444,Jezyk polski,85,2027-05-1
90111879444,Jezyk angielski,82,2027-05-2
90111879444,Matematyka,99,2027-05-3
95041019872,Jezyk polski,85,2027-05-1
95041019872,Jezyk angielski,81,2027-05-2
95041019872,Matematyka,88,2027-05-3
90060441701,Jezyk polski,95,2027-05-1
90060441701,Jezyk angielski,88,2027-05-2
90060441701,Matematyka,83,2027-05-3
99091912918,Jezyk polski,92,2027-05-1
99091912918,Jezyk angielski,93,2027-05-2
99091912918,Matematyka,82,2027-05-3
