Pesel,Imie,Nazwisko
91010655728,Adrianna,Graboń
90092283504,Sara,Misiuk
94011280380,Szymon,Gębura
99092668481,Damian,Chlipała
92021979252,Monika,Myszk
99081675498,Konrad,Krępa
97110902757,Alex,Gogacz
99081693829,Arkadiusz,Wyłupek
96112619566,Ryszard,Senator
91062090412,Michał,Kutera
91033176644,Stefan,Płocharczyk
90110704633,Kajetan,Grzeszkowiak
94030474234,Krzysztof,Rembacz
95072168929,Konrad,Karczmarek
92082950153,Julian,Betka
97042877358,Kamil,Chomiuk
97123148269,Olaf,Witka
96080108778,Emil,Semik
94022357255,Natan,Kochman
98031898260,Olga,Machniak
91022803403,Leonard,Biesaga
93102571871,Cyprian,Zbroja
94081000471,Aleksander,Pietraszkiewicz
95090375675,Stanisław,Buksa
95120356461,Filip,Peciak
91083012329,Ignacy,Salwin
94061343031,Igor,Burdach
92030855707,Piotr,Trznadel
96041006385,Cezary,Karsznia
91011106131,Sara,Macek
99052378670,Julian,Prażuch
95061941922,Anastazja,Sałuda
94012941820,Kajetan,Pawlos
99030639861,Piotr,Bytner
93081508156,Julian,Jagieło
91052763384,Julita,Koziarz
94040395549,Kornel,Pera
95010940194,Patryk,Tałaj
94082938012,Aniela,Jędruszczak
99021680728,Aniela,Chruszcz
95062886136,Nicole,Wita
90060378267,Bartek,Dywan
97070615397,Nikodem,Bryja
90020445947,Łukasz,Kolonko
92071546554,Tymon,Oślizło
94092065993,Ada,Moskalik
93051402327,Janina,Nowotnik
92021868787,Olgierd,Albin
92032697620,Marcin,Pianka
98020342912,Oskar,Sobiło
96071805789,Alex,Nojek
97080453912,Michał,Denkiewicz
90101571055,Dagmara,Kaletka
98063000796,Dawid,Kapuścik
93030636996,Marcelina,Falba
90043067472,Kamila,Zagozda
96081265595,Anastazja,Gawłowicz
91010257296,Natan,Golonko
93050775378,Aleks,Juszczuk
99070681305,Mieszko,Lewek
94051338032,Andrzej,Owsiak
98100880871,Stefan,Masny
94121953202,Dariusz,Kłosiewicz
96022339101,Monika,Łyskawa
98080778089,Łukasz,Wlizło
95112066125,Ksawery,Kiwior
98080799055,Urszula,Helak
98011267754,Rafał,Paczos
94072041854,Hubert,Gosek
94102145752,Franciszek,Gryska
96052537366,Malwina,Kielczyk
98021179562,Maurycy,Drozdowicz
99122007202,Melania,Ogrodowicz
98021802716,Ewelina,Ruchała
92042837580,Jan,Wejman
93012673458,Marcin,Deszcz
93020131339,Adrian,Rejmak
91102206627,Hubert,Kłosiewicz
93123092522,Albert,Stwora
91081888720,Ernest,Grzesiek
93121351119,Kornel,Barankiewicz
97112577494,Norbert,Kędziorek
98090526393,Monika,Kurzak
90061691235,Stanisław,Paździora
99013141453,Anastazja,Radko
94122933311,Angelika,Kursa
90061131409,Jacek,Raszkiewicz
97092984886,Janina,Suszka
91103101105,Alex,Lipok
94052568409,Melania,Kwarciak
95040203564,Konstanty,Szymula
93022230081,Franciszek,Froń
96052533898,Wojciech,Bok
92100773650,Cyprian,Kyc
93072419151,Franciszek,Wujek
90041243751,Melania,Hak
98041085320,Ewa,Kosznik
94082796588,Filip,Wudarczyk
90010436173,Wiktor,Kempka
96030932734,Agnieszka,Kniaź
99010108321,Błażej,Wieczerzak
96022601105,Jakub,Sopata
93040544557,Gustaw,Kubowicz
95071391452,Grzegorz,Huber
90022858420,Franciszek,Dynak
91012846643,Daniel,Burkiewicz
92100934462,Kamil,Osica
93062759443,Gaja,Kubisz
98072838234,Adam,Drewniok
90010284028,Albert,Sidorczuk
92052132662,Blanka,Staniaszek
97083114764,Dagmara,Szok
90042519840,Marcel,Kolanek
91031193908,Julianna,Myk
99031627797,Sonia,Dyczko
96122000389,Dominik,Janowiak
94092790804,Gustaw,Więckiewicz
92071624935,Tola,Pałęga
90031371372,Paweł,Laszuk
94031266719,Klara,Galek
95042985598,Łukasz,Gal
96082281541,Angelika,Bienia
97080104184,Cyprian,Usarek
95102654787,Adrian,Szkatuła
90041490801,Robert,Malarczyk
92100543497,Kajetan,Walasik
95100933127,Agnieszka,Skotarek
97032164420,Roksana,Maciocha
97031215776,Robert,Hadaś
99122264324,Marcin,Salawa
90091585683,Tymoteusz,Bieszke
90122895934,Dawid,Toma
91102543283,Fryderyk,Marosz
95050468746,Juliusz,Owsiak
90050272348,Fabian,Zbiciak
96111200703,Cezary,Bogdał
91092380840,Apolonia,Hein
97010923508,Marcel,Patalas
92121055702,Dagmara,Potęga
95110907291,Kamila,Pietrewicz
91040358952,Kalina,Koronkiewicz
99111889679,Liwia,Pyszczek
92101300787,Tymon,Oszust
95102227394,Aleksander,Patoka
95010412383,Krystyna,Fedyk
90102239011,Piotr,Hewelt
96022376339,Olaf,Płodzień
98061425315,Mieszko,Obarzanek
93031931144,Jan,Dąbkiewicz
92092785567,Klara,Juroszek
94011801020,Artur,Fraś
93021372397,Liwia,Siatka
96011955884,Juliusz,Śliz
99090350382,Natan,Gowin
96010904254,Franciszek,Nieścior
94071797329,Paweł,Kamieniak
98101426535,Olgierd,Berus
91083166554,Piotr,Stoch
90053127317,Agnieszka,Fiedorczuk
91041219458,Blanka,Bakun
90031547731,Bruno,Sankiewicz
99100978672,Błażej,Durlik
98080803615,Tola,Klepka
99051282619,Mieszko,Halik
96091024483,Wiktor,Krzyśko
92060649936,Tymon,Łukowicz
96040643899,Leon,Bajak
95011237839,Jędrzej,Żyrek
98071482069,Sandra,Sarosiek
98020907511,Dariusz,Troć
96101294437,Antoni,Rajchel
98022797413,Leon,Kempny
98120574170,Ksawery,Orman
96042748141,Nikodem,Cholewka
97041908028,Monika,Małas
93051979900,Rozalia,Pianka
91082016157,Anastazja,Szmalec
92050569224,Michał,Mądro
99081508523,Kajetan,Kurpanik
91102929014,Marek,Franiak
94092304322,Tymon,Kazubek
91101150514,Jakub,Wendt
99042011284,Olgierd,Barej
94100312961,Grzegorz,Jarmuła
92032877673,Ksawery,Gal
95051269698,Aleksander,Ośka
90103046177,Konstanty,Franczuk
90062024494,Dominik,Słoń
94071019670,Bartek,Gula
99022392943,Eryk,Fołta
92071281505,Jacek,Bogaczyk
99120930308,Dorota,Brząkała
91060665818,Miłosz,Skupin
92060284096,Adrian,Syldatk
92100215895,Fryderyk,Andrearczyk
91061631210,Anastazja,Kolarz
97081439539,Norbert,Jakubiuk
91051314635,Bartek,Halik
94052691804,Alex,Kilar
94011374258,Konrad,Konstanty
91051192916,Justyna,Hermanowicz
93100224108,Monika,Fugiel
93042136808,Kornel,Rozum
94120378202,Sonia,Kulus
94032944207,Sylwia,Pastucha
95051182492,Tobiasz,Warczak
94051436853,Dagmara,Wołoszczuk
99031050728,Gabriel,Ruchała
97040328375,Stefan,Moniuszko
90072901604,Emil,Toborek
93020404563,Dominik,Dziopa
94110458059,Tadeusz,Laskus
92012625854,Nicole,Poniedziałek
99041381898,Agnieszka,Jędryczka
96030158990,Andrzej,Kołsut
92040700886,Wiktor,Miotke
90071714300,Tomasz,Jeżyna
94010459552,Kacper,Kuczak
99052378366,Marika,Kaczmarkiewicz
94040812042,Stefan,Kudłacik
93073055556,Aleksander,Broszkiewicz
92060401093,Nataniel,Miąsko
93071719740,Damian,Dubel
97060189525,Józef,Forysiak
95092214462,Ksawery,Golon
92121147326,Sebastian,Buśko
95012106411,Filip,Kubisz
93031939418,Ernest,Kalota
90033015931,Aleksander,Bojczuk
94042564954,Leon,Gorgol
93021414657,Olgierd,Bachanek
98112349124,Sylwia,Durys
96121878736,Tomasz,Dydak
92030591438,Łukasz,Gamrat
96112215441,Olaf,Miśkowiec
98080137626,Krystyna,Och
96121886997,Maciej,Sendor
99040125884,Eliza,Łachacz
99080411325,Ksawery,Wardziak
95032523711,Igor,Prucnal
91101290568,Róża,Bartoszczyk
90070639763,Paweł,Wiewiórka
91081929829,Rozalia,Kapral
93050436628,Marcelina,Skolik
90012057651,Tobiasz,Pachuta
97112074458,Artur,Hass
92090121343,Cyprian,Goliasz
97081234806,Wojciech,Kutek
90122931793,Eliza,Śnieg
94020985638,Apolonia,Rapa
93051345035,Róża,Uroda
99030718519,Nataniel,Pachuta
95100857014,Adrian,Minta
92080263244,Dawid,Buśko
96060701535,Aurelia,Sadowy
91070676707,Dominik,Kruś
90092847294,Aniela,Foremniak
98112135925,Paweł,Gotfryd
91030179046,Fryderyk,Kiciak
91021646955,Justyna,Cieciora
95091716682,Apolonia,Kuliberda
94042538737,Dorota,Kajstura
97101345673,Paweł,Olbrych
92031541531,Adrianna,Gabrych
96081823517,Albert,Holc
96033137495,Maciej,Kuba
95030377282,Szymon,Półchłopek
97021523173,Ernest,Giersz
99012065662,Mateusz,Nyc
92031837474,Klara,Trochimiuk
96121004957,Piotr,Kasak
94121748590,Jakub,Siejak
94092277923,Julianna,Politowicz
91011989790,Tymon,Dłubak
98112988523,Juliusz,Serwach
93072075973,Witold,Lenda
94052223180,Hubert,Kumorek
91062108670,Nataniel,Sobieszczyk
92100707301,Bruno,Cyganik
99120818518,Inga,Ciećko
90051705450,Fabian,Chlebda
91081077126,Bartek,Pałęga
91032667778,Przemysław,Niedojadło
93041324617,Igor,Waluk
97033026903,Wiktor,Dziewit
99081773486,Norbert,Anders
99020409638,Tomasz,Pałac
96031137824,Krzysztof,Stanuch
98052735652,Olga,Podgórny
90080885158,Kamila,Satora
95071139557,Cezary,Mleczek
97090839027,Stefan,Kasznia
96051711949,Maks,Olszyna
94030277752,Mieszko,Pospiech
96060876491,Antoni,Jargiło
98030592998,Róża,Dziopa
95020594257,Cyprian,Franczuk
97121031622,Nicole,Kośka
98091448744,Patryk,Toma
96010427685,Aleks,Stępak
94062920125,Justyna,Roda
99110687841,Przemysław,Szynkiewicz
96121460690,Klara,Ludwisiak
91100914261,Krzysztof,Błaszyk
99102261657,Kamila,Kolanko
98112260995,Piotr,Szczudło
97120587575,Aurelia,Mainka
96022138915,Karol,Lademann
98103115347,Julian,Kurczak
95013199861,Marcelina,Daraż
97102015573,Nicole,Welenc
90110908419,Witold,Pezda
93032942093,Adam,Mojsa
90040789120,Jerzy,Syroka
94030926526,Bartek,Pielech
92101197619,Janina,Granat
90060421323,Igor,Misiuk
93060142085,Stanisław,Graboń
93052761010,Jeremi,Zięcik
93090560950,Kacper,Konieczek
93073174022,Liwia,Tywoniuk
98121555631,Tymon,Kuryłowicz
97032418772,Dawid,Piotrowiak
99090122152,Michał,Boduch
99061790289,Lidia,Becker
97051316721,Adrianna,Matulewicz
96020952869,Maks,Mandrysz
94080462975,Olaf,Gula
91040214218,Sara,Fojt
93040367569,Angelika,Raźny
94073191756,Adam,Łukowicz
95071458782,Dawid,Hamrol
92060343960,Jan,Solis
92092463049,Marek,Kamela
90022064867,Aleksander,Guściora
94050808428,Róża,Frycz
96092555531,Leon,Kochanowicz
93060128061,Radosław,Zygmuntowicz
94021908148,Cezary,Cyrek
98121710454,Jan,Błażejczak
95100739815,Adrianna,Leszczuk
96011237515,Anna Maria,Grymuza
96120770022,Wiktor,Madziar
95081878411,Patryk,Baś
99101569442,Tobiasz,Pesta
99021377271,Damian,Fidura
93062659385,Gustaw,Stój
92092882905,Witold,Kruś
94110317479,Oskar,Korbut
96031986688,Jędrzej,Wieczerzak
96051158854,Anastazja,Łachut
93010574546,Dariusz,Czajor
90122916921,Ernest,Ćwirko
90051416521,Marek,Wardzała
91050102996,Nikodem,Siarkiewicz
93042408680,Sylwia,Karyś
91070665505,Cyprian,Petrus
92071297405,Olaf,Idzi
97013129345,Marika,Pyzel
94112649950,Kalina,Gogół
95020888068,Szymon,Dziduch
90010667665,Ksawery,Kwasek
97032369429,Jakub,Świergiel
97020981475,Artur,Idzi
91070856491,Ada,Budzeń
95030247682,Inga,Jarema
97091351760,Arkadiusz,Kutek
94010552873,Urszula,Kapral
91040565673,Wiktor,Kolber
96020573868,Igor,Figat
90032513119,Dawid,Szlufik
93110356107,Bianka,Trzcionka
95012425820,Ida,Szumny
94062744459,Stefan,Małyszek
95011746690,Klara,Krzyk
94102139579,Tymoteusz,Złotnik
97083066603,Konrad,Czuj
92071873803,Olaf,Labus
92073182187,Tola,Wasilewicz
90080817562,Oskar,Fudalej
90082820740,Anita,Windak
99072938436,Angelika,Hrabia
98121003479,Jerzy,Fiutak
97110515823,Aniela,Ochnik
98051005983,Julita,Troka
94082944424,Ignacy,Buszka
97100687297,Gaja,Kielczyk
97011819688,Leon,Gogacz
91052152692,Jerzy,Dworniczak
93101732912,Dariusz,Humeniuk
97032143553,Rafał,Zyguła
97093076393,Ewelina,Rubaj
99070304495,Dariusz,Kondej
92032261078,Arkadiusz,Tokaj
99121014654,Mikołaj,Molka
98040753619,Juliusz,Jędraszczyk
97052124598,Fryderyk,Topa
97012582321,Wojciech,Mrózek
93080699343,Aniela,Mosiołek
91032406171,Julita,Pyszny
96092437189,Anita,Bryzek
96061786779,Kamil,Bluszcz
95042799010,Alex,Kielan
90102414595,Franciszek,Beśka
90042336948,Justyna,Kubowicz
95030132441,Daniel,Raczkiewicz
98120789059,Tymon,Szajek
98090620554,Adam,Szymocha
94041041821,Dawid,Krauza
94041186979,Artur,Toś
98022035162,Anita,Rubacha
98042105711,Janina,Buszka
97071899923,Cezary,Drewnik
98063099358,Patryk,Stoltmann
97040549666,Jerzy,Gruszczyk
99030657254,Arkadiusz,Trznadel
99061143346,Justyna,Leśko
91042387668,Gustaw,Siewert
93013145097,Mieszko,Ficoń
92090248534,Damian,Świergiel
93042976011,Ida,Moroń
92010925888,Maurycy,Bartłomiejczyk
90031376445,Wojciech,Krzysztoszek
91061065297,Iwo,Trzyna
94082659186,Liwia,Łosiewicz
97120151404,Ewelina,Goik
93032297810,Albert,Lulek
92121624445,Alan,Gadzina
98111160494,Kalina,Rogal
91100737501,Emil,Koziatek
92101381294,Fryderyk,Wiertel
95030793510,Norbert,Puc
90101406816,Rafał,Franik
96082644786,Filip,Roda
92052218034,Malwina,Bilewicz
96032649663,Cyprian,Teper
95042236519,Karol,Pokusa
97050673421,Jan,Kretek
98040851928,Ksawery,Litwińczuk
98020883545,Ada,Zapiór
90100926290,Marcelina,Stąpór
90012822196,Elżbieta,Sacharczuk
94112278448,Julita,Martyn
96062088047,Bianka,Jerzyk
95051233600,Jacek,Korbel
91051036205,Ernest,Łupina
97012779510,Roksana,Niedośpiał
94100741677,Julita,Wowra
96092696593,Michał,Roj
91062678973,Andrzej,Molka
91020305457,Gaja,Kajstura
93091767721,Karol,Sypek
99040333674,Kamila,Kwapisiewicz
93111803332,Rozalia,Kozdrój
94071787760,Angelika,Mila
96040930832,Anita,Narożny
92090421733,Błażej,Cich
95120714922,Fryderyk,Kudra
99103109857,Maksymilian,Bugla
91091850052,Tobiasz,Banek
94051266780,Tobiasz,Karaśkiewicz
92121928532,Karina,Mazik
98061412968,Eryk,Kwak
98040133215,Krzysztof,Fijałek
90112141003,Tobiasz,Kolonko
91011763275,Mateusz,Tylman
91012812060,Józef,Kucab
98091991013,Monika,Osipowicz
97100749867,Tadeusz,Słyk
95082380427,Przemysław,Łuszczak
98012223948,Filip,Kurp
93032821174,Tadeusz,Lukas
96081843308,Nikodem,Stebel
90012117021,Filip,Lemanowicz
92090354066,Norbert,Ofiara
98051377215,Melania,Walo
95091623548,Sonia,Kunka
92101346327,Jakub,Andreasik
96072431853,Franciszek,Obarzanek
95071983842,Lidia,Flisek
91112380777,Agnieszka,Kosela
94112221781,Tomasz,Karkut
90100341367,Krystian,Goliszek
93121185019,Jacek,Niedojadło
96082936731,Urszula,Pyc
90012591201,Anita,Cimoch
96072052999,Dagmara,Pazoła
98090831330,Aniela,Tarasek
99070582460,Kalina,Pałgan
96070616933,Nela,Jas
95060611800,Olaf,Rusnak
97011957395,Kornelia,Suchora
92110941876,Karina,Zybura
90121771020,Bruno,Fudalej
97102262906,Adrianna,Cichowlas
91031281320,Aurelia,Małyszka
96090295954,Lidia,Sadlik
99021488609,Ida,Hubert
93111992083,Nicole,Bartela
98082351369,Ernest,Gerlach
90041839077,Piotr,Tarach
95071552776,Kajetan,Kwak
93101658184,Ewa,Podgórna
98052008824,Nataniel,Olkowicz
91093094845,Urszula,Marcińczyk
97092561940,Inga,Kopczyk
90110852688,Sara,Kilar
96090230258,Michał,Różewicz
94040496561,Olaf,Starościak
91020410995,Oskar,Nasiadka
91012067170,Mikołaj,Stark
96012876883,Józef,Kozień
93052901900,Paweł,Smektała
97112043694,Ignacy,Gasik
95050143553,Damian,Majorek
91050753659,Marcelina,Sus
98051578104,Mariusz,Doroz
97090800517,Dorota,Dębosz
93112194866,Fryderyk,Kiedrowicz
99121709563,Błażej,Tokarek
98102021234,Dominik,Wenda
92060726606,Aleksander,Tuzimek
90090601171,Sebastian,Ziółko
99012652064,Sara,Bartman
94051406410,Olaf,Czuryło
93052489808,Tymoteusz,Pasiut
99090581027,Maks,Utrata
91010893364,Kacper,Manista
91110573711,Grzegorz,Namysł
92112601383,Melania,Mikosz
95060605566,Anna Maria,Downar
90120679091,Juliusz,Mazanek
93111012840,Franciszek,Karpik
91010688546,Marek,Litwińczuk
92020284351,Ada,Garbaciak
94030991928,Kornelia,Saran
90120526836,Borys,Szczepan
90030809306,Patryk,Barłóg
92031480085,Piotr,Borejko
97070221282,Filip,Lada
92051727773,Konrad,Borysewicz
99032765021,Konstanty,Krzosek
94010223829,Kalina,Iciek
94061350482,Mikołaj,Bejger
97052201534,Julian,Jaźwiec
91081534065,Iwo,Chomiak
91120599974,Aniela,Bujas
97070236945,Lidia,Surdyk
97092261703,Artur,Maciuk
99061784112,Aniela,Doktor
96040730517,Maksymilian,Patalas
92120993980,Anna Maria,Sajewicz
98092241964,Natan,Rzońca
99020867175,Jędrzej,Solis
91053069229,Alex,Pacholak
95122461297,Michał,Jagiełka
92081370639,Ernest,Marat
91011248606,Aurelia,Bittner
95122491579,Fabian,Manista
99110196428,Kamila,Lichoń
90073030691,Róża,Śnieg
98082414916,Adam,Zubel
94123133765,Lidia,Trochimiuk
97102799891,Stefan,Ruchała
92120479152,Marek,Hadam
92010445001,Ida,Makulec
99121010674,Olaf,Chorążewicz
95111210938,Inga,Mandrysz
90070279286,Bartek,Lalak
95012263048,Eliza,Kupaj
94092888301,Maksymilian,Mandrysz
92010855415,Jeremi,Dzienniak
98103034413,Adam,Nalazek
93021593022,Aleksander,Kiryluk
90112282294,Nela,Krysik
97091034636,Paweł,Koczara
91010886241,Aniela,Szczerek
97092970230,Alan,Batóg
96090852159,Kazimierz,Brodowicz
90091951312,Alan,Joniak
90052801230,Sonia,Krauz
95060417932,Przemysław,Soliwoda
92033150823,Tymoteusz,Borzym
94051669460,Fabian,Koleśnik
93102368253,Tymon,Kozubal
90031236231,Krystyna,Gałęza
92041392701,Jeremi,Kuza
97030770997,Agnieszka,Bartkowicz
91052256914,Ernest,Jaśko
98070939975,Aniela,Morcinek
94090141367,Arkadiusz,Kudela
99102644539,Tadeusz,Jankowicz
94012544511,Dagmara,Paprotny
90032289399,Krystian,Noras
93102616813,Kazimierz,Obiała
91062276683,Rafał,Mosur
99082201630,Natasza,Cywka
97040922456,Konstanty,Majnusz
91122505179,Ida,Piersa
99013082770,Apolonia,Działa
93032889668,Janina,Miszta
98121749940,Rafał,Matla
98031348048,Ida,Kwapień
91061668056,Agnieszka,Feliniak
97060578956,Bartek,Drzał
97092982259,Alan,Słabosz
99020710886,Borys,Satora
90102449575,Inga,Wiercigroch
92102216764,Gabriel,Wołodźko
91073073136,Daniel,Marko
99061546064,Olaf,Kycia
90121720352,Tadeusz,Litwińczuk
92040467200,Julianna,Łuszczak
90121765205,Dawid,Tarasek
94072450090,Kamila,Kowalówka
97031588108,Nicole,Leonowicz
95060121891,Konrad,Czulak
99011427074,Melania,Pryszcz
92122809379,Rafał,Duc
99052977190,Adam,Koterba
98032544023,Tobiasz,Srokosz
98022721478,Olgierd,Folta
90120466756,Nikodem,Kroczak
93011609140,Kajetan,Maleszka
91042916514,Antoni,Ptok
96020770661,Bartek,Łyskawa
97010357936,Rozalia,Świerad
98121097012,Miłosz,Komander
92090453260,Dagmara,Drop
97030898257,Olgierd,Jankowicz
95051598185,Patryk,Kwarciak
95111367623,Blanka,Szeja
94051604177,Mariusz,Tadla
96110548330,Ida,Muc
96051582169,Arkadiusz,Jachimczyk
94032230621,Józef,Ulfik
96093042911,Anna Maria,Zeman
93111295766,Blanka,Tadeusiak
98071333310,Klara,Kaluga
97102761436,Cyprian,Pastuszko
98072756125,Kazimierz,Łakota
96051134243,Julian,Bisaga
91011113964,Tomasz,Andziak
94010510329,Aleks,Melaniuk
95030832181,Ryszard,Nabiałek
94052352062,Oliwier,Pyzel
97010822777,Kazimierz,Minkiewicz
99061574856,Mikołaj,Wrześniak
99012579473,Dariusz,Picheta
91112641197,Lidia,Piersa
95081132629,Michał,Horbacz
95031627362,Tomasz,Krefta
94092145956,Kamil,Husak
93062069638,Aurelia,Kwinta
96102441609,Emil,Preś
90061536426,Julita,Nojek
93120151062,Sylwia,Heleniak
94081437550,Kornelia,Wołczyk
92080189256,Julianna,Walasik
93101316271,Jan,Wojsław
99092403088,Eliza,Ceynowa
92061489599,Ksawery,Filek
94120855123,Mieszko,Cebo
98102717878,Fabian,Minta
94042398113,Filip,Grzejszczak
95120815111,Marianna,Doktór
91100829002,Krystyna,Domińczak
90060128039,Robert,Detka
96010921165,Borys,Przewoźnik
96052450559,Marianna,Grund
98082747995,Maciej,Sady
96032057587,Elżbieta,Sobków
95060771409,Emil,Gamoń
97072283723,Krystian,Pasiut
98061618739,Juliusz,Kiliszek
91122937864,Fabian,Roczniak
90072854551,Gustaw,Krochmal
91032752319,Kazimierz,Karwan
98012020880,Agnieszka,Żołnierczyk
97082295583,Filip,Sularz
94032672838,Sylwia,Jas
91070617809,Rafał,Komisarczyk
95123169750,Dominik,Hanas
93020359870,Robert,Śmieja
98111330741,Konrad,Łudzik
90071240416,Marika,Niedojadło
98111651848,Nikodem,Makoś
98120954875,Alex,Posłuszny
98112014105,Maks,Heinrich
95012622180,Rafał,Senger
96111688994,Kajetan,Wichłacz
91050116825,Borys,Leoniak
98112291964,Adrian,Zaguła
91090205907,Róża,Ochał
93041662472,Kalina,Rychcik
97123007849,Bruno,Zaborek
97032223134,Kamila,Pietryga
95012403648,Michał,Wita
94062839236,Elżbieta,Szymańczak
90111143600,Ada,Wawak
99110912648,Maciej,Bubel
98030215569,Eryk,Machniak
98072975896,Marianna,Grębowiec
90083081506,Maksymilian,Galik
92012730569,Kajetan,Wywiał
95053125297,Marek,Misiurek
97031525176,Michał,Hulbój
90052023966,Aleks,Niemira
91101661704,Nikodem,Hnat
98030130099,Anita,Schubert
97091643647,Łukasz,Macek
90070468132,Oskar,Gabryszak
94112316292,Ewelina,Drela
94091454080,Alex,Jeżyna
95053175056,Marek,Trybus
94102421586,Robert,Suchojad
93100248146,Maurycy,Zarzeczna
98021872557,Hubert,Janke
95011476049,Hubert,Piaseczna
91052792900,Kacper,Baszak
94051173660,Olga,Wasyluk
90071123300,Kornel,Ufnal
92053154058,Dorota,Krępa
93031201085,Borys,Grys
90101971299,Kazimierz,Szpara
95050446038,Inga,Gotfryd
90052746933,Marcin,Kaja
95120539967,Marcel,Wacławiak
92030505039,Kaja,Drewnik
99112697712,Marek,Namysł
94011321496,Oliwier,Tabisz
98050740737,Janina,Pesta
99050394315,Marcel,Gula
98110907223,Szymon,Kosidło
92120114899,Gustaw,Kozok
94051611184,Sylwia,Szyc
91061622553,Marcel,Bakun
95050511772,Jerzy,Szatko
96061394178,Alan,Czura
97060783804,Daniel,Maraszek
97052810941,Natasza,Szajda
92102948436,Artur,Gabryszak
91010504701,Aleks,Plewnia
93060662703,Kornelia,Fogt
94070973850,Jakub,Miotke
95092042724,Krystyna,Sprycha
95122067851,Adrian,Tywoniuk
90040217993,Stanisław,Pastor
92033023028,Arkadiusz,Petrus
90101289734,Aurelia,Dziadkowiec
95110449030,Juliusz,Herok
98011307722,Janina,Dziewior
93010964855,Mateusz,Tryc
98062334623,Kajetan,Jałowiec
91011813185,Paweł,Mieszała
93103162337,Aniela,Poczta
96050801999,Olga,Muskała
90091018420,Witold,Rodzeń
98032121859,Tomasz,Lempart
95100467163,Paweł,Głownia
97042790718,Alex,Szałas
92090558316,Gaja,Goss
93012670233,Ida,Grzejszczak
90051000159,Witold,Chojna
90110203736,Ewelina,Oleksak
96122664611,Józef,Kubieniec
98080306859,Urszula,Gajownik
98080444016,Igor,Mosiołek
91021661970,Lidia,Szkoda
96043072199,Bruno,Prygiel
99022035770,Fryderyk,Borejko
97092186639,Melania,Białasik
94121588185,Daniel,Kuba
95051409724,Eryk,Karsznia
95020304928,Maciej,Żugaj
99092248661,Dagmara,Budzich
96051893201,Olga,Bandyk
98100333324,Aleks,Kajdan
92050132602,Mateusz,Geisler
91070976272,Tola,Gąbka
90020454642,Mateusz,Kowara
94120624839,Ada,Stuglik
92081130251,Tymon,Behrendt
99021127982,Olgierd,Roś
91032411865,Blanka,Zybura
96122206037,Dagmara,Walenciak
97042584784,Kornel,Kościesza
96030353753,Konstanty,Stochaj
99062820581,Kazimierz,Judek
97021382084,Patryk,Bazylewicz
93060853774,Aurelia,Kubanek
93031887971,Tymoteusz,Kręcichwost
93041236417,Klara,Niesporek
93071213336,Jan,Kujda
90092189497,Dariusz,Łukowiak
90092929471,Natan,Pera
94122327402,Marika,Maćczak
95022444857,Julian,Ferdyn
92092279518,Sonia,Marosz
93051168801,Aleks,Ochal
96051738492,Antoni,Frycz
96012686073,Mikołaj,Pochroń
97122662586,Inga,Kremer
99051921411,Ignacy,Raba
90030636131,Tola,Darłak
97060262147,Józef,Klamka
99012631579,Stefan,Koj
95053142269,Jacek,Gągała
98042416792,Tadeusz,Giedrojć
91090798728,Łukasz,Saczuk
94092264569,Konrad,Welc
93102967650,Cezary,Hanzel
97032640968,Kajetan,Andrukiewicz
92060729036,Dorota,Szpila
97041582899,Anastazja,Gąszczak
93020247717,Gaja,Sapała
99040541457,Cezary,Szachniewicz
97021035807,Paweł,Muskała
92081962364,Oskar,Kalisiak
94101860784,Ewa,Okraska
96123029406,Olgierd,Becker
97070861354,Maksymilian,Jas
99110522834,Tymoteusz,Fidor
99030178751,Oskar,Dzienniak
94111105370,Igor,Grochowina
94110940725,Natasza,Miękina
92110785977,Gustaw,Małż
94122774686,Olga,Słoboda
92081615699,Nataniel,Hyjek
99081076145,Tadeusz,Drygas
90060769300,Malwina,Brzeźniak
95080466631,Szymon,Uliczka
92030476836,Fryderyk,Skoneczna
98082221868,Eryk,Kargol
96111175870,Leonard,Kuk
96010530404,Igor,Wujek
96032482305,Aurelia,Klyszcz
95092676224,Marek,Bejma
93090609033,Eliza,Jarkiewicz
95103013484,Olaf,Dytko
98091716416,Borys,Maszkiewicz
96041437314,Tymon,Fitas
91081936539,Monika,Dziurdzia
93081284339,Dorota,Michel
99113095458,Lidia,Hołota
98090562476,Eryk,Kaczmarkiewicz
98111946018,Jan,Świergiel
94071008232,Ada,Masny
90041475718,Mateusz,Oślizło
96062016648,Radosław,Damian
92022965346,Miłosz,Zagozda
96031984150,Piotr,Klisz
90052718417,Dagmara,Dycha
97060523444,Oskar,Węgrzynek
95082151104,Filip,Smutek
90120944036,Lidia,Brudny
91053178631,Olga,Palak
97062995573,Angelika,Majnusz
92111966258,Michał,Burchard
97111009354,Konrad,Wołos
90040666124,Alex,Ufnal
97032130236,Tola,Częścik
98112766927,Marcelina,Abramczuk
97120495326,Borys,Dziadowicz
92111045036,Anita,Drwięga
91091836397,Eliza,Towarek
95042177959,Jan,Śmieszek
91042358851,Łukasz,Gosik
98070404716,Julianna,Kasznia
99121571616,Marcel,Niebudek
97010846166,Ksawery,Goj
90100913539,Andrzej,Jachimczak
96111146674,Tomasz,Kurp
93012938230,Dorota,Kamieniak
98052110741,Olga,Brachman
