Pesel,Przedmiot,Wynik,Data_matury
91012948291,Jezyk polski,75,2026-05-1
91012948291,Jezyk angielski,71,2026-05-2
91012948291,Matematyka,24,2026-05-3
92062745579,Jezyk polski,76,2026-05-1
92062745579,Jezyk angielski,88,2026-05-2
92062745579,Matematyka,100,2026-05-3
97072870804,Jezyk polski,98,2026-05-1
97072870804,Jezyk angielski,74,2026-05-2
97072870804,Matematyka,59,2026-05-3
96010872256,Jezyk polski,88,2026-05-1
96010872256,Jezyk angielski,89,2026-05-2
96010872256,Matematyka,89,2026-05-3
98063059776,Jezyk polski,92,2026-05-1
98063059776,Jezyk angielski,100,2026-05-2
98063059776,Matematyka,79,2026-05-3
95101140243,Jezyk polski,56,2026-05-1
95101140243,Jezyk angielski,91,2026-05-2
95101140243,Matematyka,90,2026-05-3
96010298492,Jezyk polski,86,2026-05-1
96010298492,Jezyk angielski,42,2026-05-2
96010298492,Matematyka,81,2026-05-3
94011886784,Jezyk polski,74,2026-05-1
94011886784,Jezyk angielski,90,2026-05-2
94011886784,Matematyka,76,2026-05-3
93062035789,Jezyk polski,56,2026-05-1
93062035789,Jezyk angielski,76,2026-05-2
93062035789,Matematyka,15,2026-05-3
95111987904,Jezyk polski,52,2026-05-1
95111987904,Jezyk angielski,76,2026-05-2
95111987904,Matematyka,79,2026-05-3
95081484436,Jezyk polski,72,2026-05-1
95081484436,Jezyk angielski,97,2026-05-2
95081484436,Matematyka,89,2026-05-3
99112892667,Jezyk polski,71,2026-05-1
99112892667,Jezyk angielski,77,2026-05-2
99112892667,Matematyka,86,2026-05-3
94051131888,Jezyk polski,67,2026-05-1
94051131888,Jezyk angielski,88,2026-05-2
94051131888,Matematyka,74,2026-05-3
96111411657,Jezyk polski,100,2026-05-1
96111411657,Jezyk angielski,45,2026-05-2
96111411657,Matematyka,83,2026-05-3
92011182329,Jezyk polski,77,2026-05-1
92011182329,Jezyk angielski,68,2026-05-2
92011182329,Matematyka,73,2026-05-3
99112795175,Jezyk polski,83,2026-05-1
99112795175,Jezyk angielski,87,2026-05-2
99112795175,Matematyka,81,2026-05-3
99030277757,Jezyk polski,100,2026-05-1
99030277757,Jezyk angielski,100,2026-05-2
99030277757,Matematyka,75,2026-05-3
95082842835,Jezyk polski,87,2026-05-1
95082842835,Jezyk angielski,84,2026-05-2
95082842835,Matematyka,88,2026-05-3
96033104226,Jezyk polski,72,2026-05-1
96033104226,Jezyk angielski,35,2026-05-2
96033104226,Matematyka,84,2026-05-3
90081317153,Jezyk polski,84,2026-05-1
90081317153,Jezyk angielski,80,2026-05-2
90081317153,Matematyka,82,2026-05-3
95050826108,Jezyk polski,82,2026-05-1
95050826108,Jezyk angielski,78,2026-05-2
95050826108,Matematyka,78,2026-05-3
94062330911,Jezyk polski,99,2026-05-1
94062330911,Jezyk angielski,100,2026-05-2
94062330911,Matematyka,31,2026-05-3
95022509666,Jezyk polski,81,2026-05-1
95022509666,Jezyk angielski,25,2026-05-2
95022509666,Matematyka,82,2026-05-3
90081217330,Jezyk polski,71,2026-05-1
90081217330,Jezyk angielski,78,2026-05-2
90081217330,Matematyka,31,2026-05-3
99012999033,Jezyk polski,86,2026-05-1
99012999033,Jezyk angielski,80,2026-05-2
99012999033,Matematyka,73,2026-05-3
97072788952,Jezyk polski,87,2026-05-1
97072788952,Jezyk angielski,77,2026-05-2
97072788952,Matematyka,37,2026-05-3
99060719728,Jezyk polski,85,2026-05-1
99060719728,Jezyk angielski,75,2026-05-2
99060719728,Matematyka,75,2026-05-3
97031915409,Jezyk polski,99,2026-05-1
97031915409,Jezyk angielski,99,2026-05-2
97031915409,Matematyka,84,2026-05-3
98123175248,Jezyk polski,75,2026-05-1
98123175248,Jezyk angielski,79,2026-05-2
98123175248,Matematyka,90,2026-05-3
99100620876,Jezyk polski,44,2026-05-1
99100620876,Jezyk angielski,41,2026-05-2
99100620876,Matematyka,75,2026-05-3
90070636548,Jezyk polski,89,2026-05-1
90070636548,Jezyk angielski,79,2026-05-2
90070636548,Matematyka,34,2026-05-3
99041017564,Jezyk polski,84,2026-05-1
99041017564,Jezyk angielski,82,2026-05-2
99041017564,Matematyka,92,2026-05-3
90040768475,Jezyk polski,54,2026-05-1
90040768475,Jezyk angielski,76,2026-05-2
90040768475,Matematyka,72,2026-05-3
94032791489,Jezyk polski,79,2026-05-1
94032791489,Jezyk angielski,75,2026-05-2
94032791489,Matematyka,79,2026-05-3
91053142643,Jezyk polski,93,2026-05-1
91053142643,Jezyk angielski,89,2026-05-2
91053142643,Matematyka,86,2026-05-3
90112876525,Jezyk polski,55,2026-05-1
90112876525,Jezyk angielski,74,2026-05-2
90112876525,Matematyka,85,2026-05-3
90082185997,Jezyk polski,81,2026-05-1
90082185997,Jezyk angielski,92,2026-05-2
90082185997,Matematyka,88,2026-05-3
97011314206,Jezyk polski,97,2026-05-1
97011314206,Jezyk angielski,72,2026-05-2
97011314206,Matematyka,95,2026-05-3
94121963168,Jezyk polski,16,2026-05-1
94121963168,Jezyk angielski,71,2026-05-2
94121963168,Matematyka,76,2026-05-3
92081137364,Jezyk polski,81,2026-05-1
92081137364,Jezyk angielski,98,2026-05-2
92081137364,Matematyka,68,2026-05-3
97062685180,Jezyk polski,88,2026-05-1
97062685180,Jezyk angielski,85,2026-05-2
97062685180,Matematyka,90,2026-05-3
95101553902,Jezyk polski,35,2026-05-1
95101553902,Jezyk angielski,73,2026-05-2
95101553902,Matematyka,74,2026-05-3
90012570327,Jezyk polski,98,2026-05-1
90012570327,Jezyk angielski,78,2026-05-2
90012570327,Matematyka,75,2026-05-3
98062349942,Jezyk polski,71,2026-05-1
98062349942,Jezyk angielski,74,2026-05-2
98062349942,Matematyka,77,2026-05-3
93033082428,Jezyk polski,86,2026-05-1
93033082428,Jezyk angielski,99,2026-05-2
93033082428,Matematyka,89,2026-05-3
98080142266,Jezyk polski,37,2026-05-1
98080142266,Jezyk angielski,59,2026-05-2
98080142266,Matematyka,66,2026-05-3
90070941981,Jezyk polski,97,2026-05-1
90070941981,Jezyk angielski,89,2026-05-2
90070941981,Matematyka,100,2026-05-3
95102426663,Jezyk polski,92,2026-05-1
95102426663,Jezyk angielski,78,2026-05-2
95102426663,Matematyka,83,2026-05-3
97071446255,Jezyk polski,78,2026-05-1
97071446255,Jezyk angielski,48,2026-05-2
97071446255,Matematyka,75,2026-05-3
94022494909,Jezyk polski,80,2026-05-1
94022494909,Jezyk angielski,70,2026-05-2
94022494909,Matematyka,81,2026-05-3
92041002741,Jezyk polski,40,2026-05-1
92041002741,Jezyk angielski,41,2026-05-2
92041002741,Matematyka,83,2026-05-3
97091956057,Jezyk polski,62,2026-05-1
97091956057,Jezyk angielski,85,2026-05-2
97091956057,Matematyka,89,2026-05-3
91092779783,Jezyk polski,79,2026-05-1
91092779783,Jezyk angielski,30,2026-05-2
91092779783,Matematyka,82,2026-05-3
99022754408,Jezyk polski,82,2026-05-1
99022754408,Jezyk angielski,70,2026-05-2
99022754408,Matematyka,95,2026-05-3
93101369651,Jezyk polski,71,2026-05-1
93101369651,Jezyk angielski,85,2026-05-2
93101369651,Matematyka,90,2026-05-3
91071011886,Jezyk polski,79,2026-05-1
91071011886,Jezyk angielski,92,2026-05-2
91071011886,Matematyka,87,2026-05-3
95072369092,Jezyk polski,67,2026-05-1
95072369092,Jezyk angielski,79,2026-05-2
95072369092,Matematyka,58,2026-05-3
95031646534,Jezyk polski,83,2026-05-1
95031646534,Jezyk angielski,74,2026-05-2
95031646534,Matematyka,94,2026-05-3
97032597413,Jezyk polski,80,2026-05-1
97032597413,Jezyk angielski,86,2026-05-2
97032597413,Matematyka,83,2026-05-3
90021738282,Jezyk polski,70,2026-05-1
90021738282,Jezyk angielski,98,2026-05-2
90021738282,Matematyka,78,2026-05-3
95061376351,Jezyk polski,95,2026-05-1
95061376351,Jezyk angielski,98,2026-05-2
95061376351,Matematyka,59,2026-05-3
96061545406,Jezyk polski,71,2026-05-1
96061545406,Jezyk angielski,87,2026-05-2
96061545406,Matematyka,76,2026-05-3
93080924539,Jezyk polski,24,2026-05-1
93080924539,Jezyk angielski,89,2026-05-2
93080924539,Matematyka,89,2026-05-3
93102720916,Jezyk polski,86,2026-05-1
93102720916,Jezyk angielski,84,2026-05-2
93102720916,Matematyka,79,2026-05-3
98120188124,Jezyk polski,79,2026-05-1
98120188124,Jezyk angielski,35,2026-05-2
98120188124,Matematyka,77,2026-05-3
96051207817,Jezyk polski,78,2026-05-1
96051207817,Jezyk angielski,37,2026-05-2
96051207817,Matematyka,62,2026-05-3
90032554013,Jezyk polski,82,2026-05-1
90032554013,Jezyk angielski,100,2026-05-2
90032554013,Matematyka,86,2026-05-3
96102104449,Jezyk polski,86,2026-05-1
96102104449,Jezyk angielski,93,2026-05-2
96102104449,Matematyka,86,2026-05-3
99112612546,Jezyk polski,74,2026-05-1
99112612546,Jezyk angielski,77,2026-05-2
99112612546,Matematyka,58,2026-05-3
93112066831,Jezyk polski,71,2026-05-1
93112066831,Jezyk angielski,78,2026-05-2
93112066831,Matematyka,79,2026-05-3
90091769654,Jezyk polski,73,2026-05-1
90091769654,Jezyk angielski,60,2026-05-2
90091769654,Matematyka,86,2026-05-3
95080106564,Jezyk polski,86,2026-05-1
95080106564,Jezyk angielski,82,2026-05-2
95080106564,Matematyka,81,2026-05-3
95092391231,Jezyk polski,98,2026-05-1
95092391231,Jezyk angielski,71,2026-05-2
95092391231,Matematyka,78,2026-05-3
91110881959,Jezyk polski,87,2026-05-1
91110881959,Jezyk angielski,88,2026-05-2
91110881959,Matematyka,74,2026-05-3
99090297247,Jezyk polski,80,2026-05-1
99090297247,Jezyk angielski,79,2026-05-2
99090297247,Matematyka,74,2026-05-3
97090286089,Jezyk polski,82,2026-05-1
97090286089,Jezyk angielski,79,2026-05-2
97090286089,Matematyka,34,2026-05-3
95110775333,Jezyk polski,80,2026-05-1
95110775333,Jezyk angielski,96,2026-05-2
95110775333,Matematyka,34,2026-05-3
98032503358,Jezyk polski,82,2026-05-1
98032503358,Jezyk angielski,95,2026-05-2
98032503358,Matematyka,66,2026-05-3
95052854233,Jezyk polski,79,2026-05-1
95052854233,Jezyk angielski,91,2026-05-2
95052854233,Matematyka,88,2026-05-3
91112360528,Jezyk polski,82,2026-05-1
91112360528,Jezyk angielski,84,2026-05-2
91112360528,Matematyka,61,2026-05-3
97112459356,Jezyk polski,31,2026-05-1
97112459356,Jezyk angielski,100,2026-05-2
97112459356,Matematyka,76,2026-05-3
93122399590,Jezyk polski,89,2026-05-1
93122399590,Jezyk angielski,98,2026-05-2
93122399590,Matematyka,76,2026-05-3
94031914209,Jezyk polski,91,2026-05-1
94031914209,Jezyk angielski,33,2026-05-2
94031914209,Matematyka,85,2026-05-3
96030233422,Jezyk polski,97,2026-05-1
96030233422,Jezyk angielski,83,2026-05-2
96030233422,Matematyka,40,2026-05-3
95071249748,Jezyk polski,74,2026-05-1
95071249748,Jezyk angielski,52,2026-05-2
95071249748,Matematyka,86,2026-05-3
90042499076,Jezyk polski,81,2026-05-1
90042499076,Jezyk angielski,80,2026-05-2
90042499076,Matematyka,16,2026-05-3
92071154700,Jezyk polski,77,2026-05-1
92071154700,Jezyk angielski,80,2026-05-2
92071154700,Matematyka,84,2026-05-3
94062970823,Jezyk polski,81,2026-05-1
94062970823,Jezyk angielski,93,2026-05-2
94062970823,Matematyka,82,2026-05-3
92022010671,Jezyk polski,71,2026-05-1
92022010671,Jezyk angielski,79,2026-05-2
92022010671,Matematyka,77,2026-05-3
94081290434,Jezyk polski,87,2026-05-1
94081290434,Jezyk angielski,79,2026-05-2
94081290434,Matematyka,89,2026-05-3
94011907115,Jezyk polski,81,2026-05-1
94011907115,Jezyk angielski,73,2026-05-2
94011907115,Matematyka,69,2026-05-3
98102888730,Jezyk polski,87,2026-05-1
98102888730,Jezyk angielski,100,2026-05-2
98102888730,Matematyka,85,2026-05-3
93032901076,Jezyk polski,97,2026-05-1
93032901076,Jezyk angielski,65,2026-05-2
93032901076,Matematyka,87,2026-05-3
93082354213,Jezyk polski,81,2026-05-1
93082354213,Jezyk angielski,49,2026-05-2
93082354213,Matematyka,100,2026-05-3
94101949999,Jezyk polski,46,2026-05-1
94101949999,Jezyk angielski,79,2026-05-2
94101949999,Matematyka,72,2026-05-3
97072466908,Jezyk polski,81,2026-05-1
97072466908,Jezyk angielski,52,2026-05-2
97072466908,Matematyka,86,2026-05-3
94101454794,Jezyk polski,76,2026-05-1
94101454794,Jezyk angielski,73,2026-05-2
94101454794,Matematyka,87,2026-05-3
94010109464,Jezyk polski,91,2026-05-1
94010109464,Jezyk angielski,71,2026-05-2
94010109464,Matematyka,97,2026-05-3
91080689148,Jezyk polski,95,2026-05-1
91080689148,Jezyk angielski,70,2026-05-2
91080689148,Matematyka,78,2026-05-3
91092180259,Jezyk polski,70,2026-05-1
91092180259,Jezyk angielski,74,2026-05-2
91092180259,Matematyka,92,2026-05-3
93061903164,Jezyk polski,80,2026-05-1
93061903164,Jezyk angielski,80,2026-05-2
93061903164,Matematyka,71,2026-05-3
98010945466,Jezyk polski,75,2026-05-1
98010945466,Jezyk angielski,72,2026-05-2
98010945466,Matematyka,97,2026-05-3
90050433488,Jezyk polski,75,2026-05-1
90050433488,Jezyk angielski,83,2026-05-2
90050433488,Matematyka,77,2026-05-3
92090606330,Jezyk polski,73,2026-05-1
92090606330,Jezyk angielski,52,2026-05-2
92090606330,Matematyka,82,2026-05-3
95110301989,Jezyk polski,99,2026-05-1
95110301989,Jezyk angielski,33,2026-05-2
95110301989,Matematyka,36,2026-05-3
92022718135,Jezyk polski,83,2026-05-1
92022718135,Jezyk angielski,100,2026-05-2
92022718135,Matematyka,38,2026-05-3
96070278300,Jezyk polski,73,2026-05-1
96070278300,Jezyk angielski,77,2026-05-2
96070278300,Matematyka,50,2026-05-3
97053083658,Jezyk polski,77,2026-05-1
97053083658,Jezyk angielski,74,2026-05-2
97053083658,Matematyka,69,2026-05-3
91101810726,Jezyk polski,99,2026-05-1
91101810726,Jezyk angielski,76,2026-05-2
91101810726,Matematyka,75,2026-05-3
98040772201,Jezyk polski,95,2026-05-1
98040772201,Jezyk angielski,85,2026-05-2
98040772201,Matematyka,90,2026-05-3
93080688332,Jezyk polski,100,2026-05-1
93080688332,Jezyk angielski,54,2026-05-2
93080688332,Matematyka,88,2026-05-3
95012002076,Jezyk polski,86,2026-05-1
95012002076,Jezyk angielski,99,2026-05-2
95012002076,Matematyka,64,2026-05-3
93083106543,Jezyk polski,76,2026-05-1
93083106543,Jezyk angielski,72,2026-05-2
93083106543,Matematyka,78,2026-05-3
91032070727,Jezyk polski,79,2026-05-1
91032070727,Jezyk angielski,89,2026-05-2
91032070727,Matematyka,88,2026-05-3
94052208622,Jezyk polski,94,2026-05-1
94052208622,Jezyk angielski,86,2026-05-2
94052208622,Matematyka,86,2026-05-3
93072015579,Jezyk polski,75,2026-05-1
93072015579,Jezyk angielski,70,2026-05-2
93072015579,Matematyka,74,2026-05-3
93081621268,Jezyk polski,34,2026-05-1
93081621268,Jezyk angielski,82,2026-05-2
93081621268,Matematyka,80,2026-05-3
95101553124,Jezyk polski,95,2026-05-1
95101553124,Jezyk angielski,91,2026-05-2
95101553124,Matematyka,81,2026-05-3
99033077415,Jezyk polski,71,2026-05-1
99033077415,Jezyk angielski,76,2026-05-2
99033077415,Matematyka,88,2026-05-3
91092575563,Jezyk polski,86,2026-05-1
91092575563,Jezyk angielski,62,2026-05-2
91092575563,Matematyka,68,2026-05-3
94032486015,Jezyk polski,100,2026-05-1
94032486015,Jezyk angielski,50,2026-05-2
94032486015,Matematyka,53,2026-05-3
92050742218,Jezyk polski,81,2026-05-1
92050742218,Jezyk angielski,89,2026-05-2
92050742218,Matematyka,99,2026-05-3
92122474773,Jezyk polski,89,2026-05-1
92122474773,Jezyk angielski,98,2026-05-2
92122474773,Matematyka,69,2026-05-3
91022323305,Jezyk polski,76,2026-05-1
91022323305,Jezyk angielski,74,2026-05-2
91022323305,Matematyka,81,2026-05-3
97041064753,Jezyk polski,44,2026-05-1
97041064753,Jezyk angielski,76,2026-05-2
97041064753,Matematyka,95,2026-05-3
90121264766,Jezyk polski,87,2026-05-1
90121264766,Jezyk angielski,84,2026-05-2
90121264766,Matematyka,80,2026-05-3
97021762147,Jezyk polski,77,2026-05-1
97021762147,Jezyk angielski,88,2026-05-2
97021762147,Matematyka,92,2026-05-3
93100702693,Jezyk polski,95,2026-05-1
93100702693,Jezyk angielski,70,2026-05-2
93100702693,Matematyka,72,2026-05-3
98080202476,Jezyk polski,80,2026-05-1
98080202476,Jezyk angielski,75,2026-05-2
98080202476,Matematyka,87,2026-05-3
91052701995,Jezyk polski,97,2026-05-1
91052701995,Jezyk angielski,99,2026-05-2
91052701995,Matematyka,36,2026-05-3
93061944518,Jezyk polski,99,2026-05-1
93061944518,Jezyk angielski,80,2026-05-2
93061944518,Matematyka,100,2026-05-3
97100925748,Jezyk polski,78,2026-05-1
97100925748,Jezyk angielski,90,2026-05-2
97100925748,Matematyka,89,2026-05-3
97120519255,Jezyk polski,78,2026-05-1
97120519255,Jezyk angielski,80,2026-05-2
97120519255,Matematyka,82,2026-05-3
92070816717,Jezyk polski,80,2026-05-1
92070816717,Jezyk angielski,38,2026-05-2
92070816717,Matematyka,77,2026-05-3
96082918423,Jezyk polski,46,2026-05-1
96082918423,Jezyk angielski,81,2026-05-2
96082918423,Matematyka,72,2026-05-3
96013033614,Jezyk polski,70,2026-05-1
96013033614,Jezyk angielski,78,2026-05-2
96013033614,Matematyka,67,2026-05-3
92091741005,Jezyk polski,80,2026-05-1
92091741005,Jezyk angielski,25,2026-05-2
92091741005,Matematyka,73,2026-05-3
94112970937,Jezyk polski,72,2026-05-1
94112970937,Jezyk angielski,86,2026-05-2
94112970937,Matematyka,76,2026-05-3
94080419496,Jezyk polski,46,2026-05-1
94080419496,Jezyk angielski,36,2026-05-2
94080419496,Matematyka,74,2026-05-3
94031877838,Jezyk polski,71,2026-05-1
94031877838,Jezyk angielski,61,2026-05-2
94031877838,Matematyka,23,2026-05-3
98072864093,Jezyk polski,81,2026-05-1
98072864093,Jezyk angielski,73,2026-05-2
98072864093,Matematyka,82,2026-05-3
98120315407,Jezyk polski,84,2026-05-1
98120315407,Jezyk angielski,74,2026-05-2
98120315407,Matematyka,80,2026-05-3
97021999499,Jezyk polski,76,2026-05-1
97021999499,Jezyk angielski,75,2026-05-2
97021999499,Matematyka,72,2026-05-3
99021520440,Jezyk polski,76,2026-05-1
99021520440,Jezyk angielski,77,2026-05-2
99021520440,Matematyka,74,2026-05-3
91030243161,Jezyk polski,80,2026-05-1
91030243161,Jezyk angielski,43,2026-05-2
91030243161,Matematyka,46,2026-05-3
97061526040,Jezyk polski,84,2026-05-1
97061526040,Jezyk angielski,72,2026-05-2
97061526040,Matematyka,85,2026-05-3
95021927539,Jezyk polski,79,2026-05-1
95021927539,Jezyk angielski,70,2026-05-2
95021927539,Matematyka,82,2026-05-3
95111758728,Jezyk polski,85,2026-05-1
95111758728,Jezyk angielski,29,2026-05-2
95111758728,Matematyka,99,2026-05-3
96040161423,Jezyk polski,88,2026-05-1
96040161423,Jezyk angielski,81,2026-05-2
96040161423,Matematyka,85,2026-05-3
90102186078,Jezyk polski,84,2026-05-1
90102186078,Jezyk angielski,70,2026-05-2
90102186078,Matematyka,79,2026-05-3
93071375371,Jezyk polski,98,2026-05-1
93071375371,Jezyk angielski,11,2026-05-2
93071375371,Matematyka,30,2026-05-3
91121306528,Jezyk polski,88,2026-05-1
91121306528,Jezyk angielski,93,2026-05-2
91121306528,Matematyka,78,2026-05-3
91050463620,Jezyk polski,79,2026-05-1
91050463620,Jezyk angielski,58,2026-05-2
91050463620,Matematyka,92,2026-05-3
96071451652,Jezyk polski,73,2026-05-1
96071451652,Jezyk angielski,29,2026-05-2
96071451652,Matematyka,89,2026-05-3
96011706954,Jezyk polski,74,2026-05-1
96011706954,Jezyk angielski,87,2026-05-2
96011706954,Matematyka,70,2026-05-3
99012621576,Jezyk polski,100,2026-05-1
99012621576,Jezyk angielski,77,2026-05-2
99012621576,Matematyka,72,2026-05-3
90090810283,Jezyk polski,85,2026-05-1
90090810283,Jezyk angielski,96,2026-05-2
90090810283,Matematyka,75,2026-05-3
97052932540,Jezyk polski,83,2026-05-1
97052932540,Jezyk angielski,81,2026-05-2
97052932540,Matematyka,72,2026-05-3
92111793267,Jezyk polski,90,2026-05-1
92111793267,Jezyk angielski,80,2026-05-2
92111793267,Matematyka,39,2026-05-3
98111362261,Jezyk polski,100,2026-05-1
98111362261,Jezyk angielski,89,2026-05-2
98111362261,Matematyka,95,2026-05-3
94041982957,Jezyk polski,94,2026-05-1
94041982957,Jezyk angielski,85,2026-05-2
94041982957,Matematyka,87,2026-05-3
94102394996,Jezyk polski,82,2026-05-1
94102394996,Jezyk angielski,78,2026-05-2
94102394996,Matematyka,55,2026-05-3
91101274122,Jezyk polski,75,2026-05-1
91101274122,Jezyk angielski,51,2026-05-2
91101274122,Matematyka,80,2026-05-3
94090248606,Jezyk polski,87,2026-05-1
94090248606,Jezyk angielski,99,2026-05-2
94090248606,Matematyka,36,2026-05-3
99021799888,Jezyk polski,88,2026-05-1
99021799888,Jezyk angielski,74,2026-05-2
99021799888,Matematyka,77,2026-05-3
98101720943,Jezyk polski,76,2026-05-1
98101720943,Jezyk angielski,87,2026-05-2
98101720943,Matematyka,97,2026-05-3
96110700976,Jezyk polski,56,2026-05-1
96110700976,Jezyk angielski,89,2026-05-2
96110700976,Matematyka,88,2026-05-3
96010266163,Jezyk polski,86,2026-05-1
96010266163,Jezyk angielski,94,2026-05-2
96010266163,Matematyka,79,2026-05-3
94071825200,Jezyk polski,86,2026-05-1
94071825200,Jezyk angielski,81,2026-05-2
94071825200,Matematyka,52,2026-05-3
96073085075,Jezyk polski,85,2026-05-1
96073085075,Jezyk angielski,75,2026-05-2
96073085075,Matematyka,94,2026-05-3
91071817161,Jezyk polski,73,2026-05-1
91071817161,Jezyk angielski,74,2026-05-2
91071817161,Matematyka,82,2026-05-3
93051551298,Jezyk polski,92,2026-05-1
93051551298,Jezyk angielski,76,2026-05-2
93051551298,Matematyka,98,2026-05-3
99042161934,Jezyk polski,92,2026-05-1
99042161934,Jezyk angielski,39,2026-05-2
99042161934,Matematyka,84,2026-05-3
92111682778,Jezyk polski,75,2026-05-1
92111682778,Jezyk angielski,87,2026-05-2
92111682778,Matematyka,100,2026-05-3
92100505244,Jezyk polski,88,2026-05-1
92100505244,Jezyk angielski,83,2026-05-2
92100505244,Matematyka,31,2026-05-3
98060393769,Jezyk polski,95,2026-05-1
98060393769,Jezyk angielski,99,2026-05-2
98060393769,Matematyka,64,2026-05-3
96110427978,Jezyk polski,69,2026-05-1
96110427978,Jezyk angielski,40,2026-05-2
96110427978,Matematyka,16,2026-05-3
92101741566,Jezyk polski,74,2026-05-1
92101741566,Jezyk angielski,96,2026-05-2
92101741566,Matematyka,17,2026-05-3
93102132834,Jezyk polski,84,2026-05-1
93102132834,Jezyk angielski,80,2026-05-2
93102132834,Matematyka,82,2026-05-3
94030264688,Jezyk polski,94,2026-05-1
94030264688,Jezyk angielski,67,2026-05-2
94030264688,Matematyka,82,2026-05-3
97050909397,Jezyk polski,92,2026-05-1
97050909397,Jezyk angielski,94,2026-05-2
97050909397,Matematyka,99,2026-05-3
92040174223,Jezyk polski,73,2026-05-1
92040174223,Jezyk angielski,86,2026-05-2
92040174223,Matematyka,96,2026-05-3
97100342701,Jezyk polski,72,2026-05-1
97100342701,Jezyk angielski,72,2026-05-2
97100342701,Matematyka,76,2026-05-3
95020680370,Jezyk polski,100,2026-05-1
95020680370,Jezyk angielski,74,2026-05-2
95020680370,Matematyka,85,2026-05-3
97012458659,Jezyk polski,88,2026-05-1
97012458659,Jezyk angielski,96,2026-05-2
97012458659,Matematyka,78,2026-05-3
97121599548,Jezyk polski,31,2026-05-1
97121599548,Jezyk angielski,98,2026-05-2
97121599548,Matematyka,73,2026-05-3
94091712049,Jezyk polski,80,2026-05-1
94091712049,Jezyk angielski,89,2026-05-2
94091712049,Matematyka,86,2026-05-3
93022050533,Jezyk polski,95,2026-05-1
93022050533,Jezyk angielski,84,2026-05-2
93022050533,Matematyka,74,2026-05-3
91071546618,Jezyk polski,100,2026-05-1
91071546618,Jezyk angielski,78,2026-05-2
91071546618,Matematyka,96,2026-05-3
92032704504,Jezyk polski,47,2026-05-1
92032704504,Jezyk angielski,84,2026-05-2
92032704504,Matematyka,79,2026-05-3
90011773295,Jezyk polski,30,2026-05-1
90011773295,Jezyk angielski,84,2026-05-2
90011773295,Matematyka,95,2026-05-3
93061258974,Jezyk polski,77,2026-05-1
93061258974,Jezyk angielski,100,2026-05-2
93061258974,Matematyka,89,2026-05-3
97090347313,Jezyk polski,61,2026-05-1
97090347313,Jezyk angielski,82,2026-05-2
97090347313,Matematyka,72,2026-05-3
99123053257,Jezyk polski,98,2026-05-1
99123053257,Jezyk angielski,82,2026-05-2
99123053257,Matematyka,35,2026-05-3
92081737335,Jezyk polski,83,2026-05-1
92081737335,Jezyk angielski,90,2026-05-2
92081737335,Matematyka,83,2026-05-3
96050424174,Jezyk polski,87,2026-05-1
96050424174,Jezyk angielski,38,2026-05-2
96050424174,Matematyka,84,2026-05-3
95082017293,Jezyk polski,39,2026-05-1
95082017293,Jezyk angielski,75,2026-05-2
95082017293,Matematyka,70,2026-05-3
91070949696,Jezyk polski,84,2026-05-1
91070949696,Jezyk angielski,82,2026-05-2
91070949696,Matematyka,74,2026-05-3
90040892352,Jezyk polski,73,2026-05-1
90040892352,Jezyk angielski,16,2026-05-2
90040892352,Matematyka,72,2026-05-3
92062812369,Jezyk polski,15,2026-05-1
92062812369,Jezyk angielski,64,2026-05-2
92062812369,Matematyka,78,2026-05-3
96102945936,Jezyk polski,85,2026-05-1
96102945936,Jezyk angielski,70,2026-05-2
96102945936,Matematyka,90,2026-05-3
91011820529,Jezyk polski,75,2026-05-1
91011820529,Jezyk angielski,80,2026-05-2
91011820529,Matematyka,89,2026-05-3
92022284151,Jezyk polski,89,2026-05-1
92022284151,Jezyk angielski,71,2026-05-2
92022284151,Matematyka,100,2026-05-3
92082109878,Jezyk polski,76,2026-05-1
92082109878,Jezyk angielski,88,2026-05-2
92082109878,Matematyka,93,2026-05-3
90071699258,Jezyk polski,86,2026-05-1
90071699258,Jezyk angielski,100,2026-05-2
90071699258,Matematyka,72,2026-05-3
99100143115,Jezyk polski,37,2026-05-1
99100143115,Jezyk angielski,79,2026-05-2
99100143115,Matematyka,100,2026-05-3
91082527347,Jezyk polski,70,2026-05-1
91082527347,Jezyk angielski,79,2026-05-2
91082527347,Matematyka,71,2026-05-3
91111446748,Jezyk polski,100,2026-05-1
91111446748,Jezyk angielski,95,2026-05-2
91111446748,Matematyka,52,2026-05-3
92032797405,Jezyk polski,80,2026-05-1
92032797405,Jezyk angielski,76,2026-05-2
92032797405,Matematyka,74,2026-05-3
92082581445,Jezyk polski,87,2026-05-1
92082581445,Jezyk angielski,81,2026-05-2
92082581445,Matematyka,99,2026-05-3
94052916646,Jezyk polski,75,2026-05-1
94052916646,Jezyk angielski,83,2026-05-2
94052916646,Matematyka,89,2026-05-3
93121204455,Jezyk polski,61,2026-05-1
93121204455,Jezyk angielski,70,2026-05-2
93121204455,Matematyka,93,2026-05-3
91080374125,Jezyk polski,88,2026-05-1
91080374125,Jezyk angielski,87,2026-05-2
91080374125,Matematyka,62,2026-05-3
94022278873,Jezyk polski,71,2026-05-1
94022278873,Jezyk angielski,85,2026-05-2
94022278873,Matematyka,92,2026-05-3
94110821013,Jezyk polski,75,2026-05-1
94110821013,Jezyk angielski,99,2026-05-2
94110821013,Matematyka,98,2026-05-3
